latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
62.3184,5.7257843,0.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-07-01T00:00,11.9,87,0.00,0.00,3.6,108,5.4,12.6
2023-07-01T01:00,11.6,88,0.00,0.00,4.0,116,6.1,12.4
2023-07-01T02:00,11.2,87,0.00,0.00,4.0,105,5.4,12.3
2023-07-01T03:00,11.3,88,0.00,0.00,4.3,106,6.5,12.4
2023-07-01T04:00,12.0,86,0.00,0.00,3.2,92,6.1,13.0
2023-07-01T05:00,12.8,81,0.00,0.00,3.2,73,6.1,13.8
2023-07-01T06:00,14.3,72,0.00,0.00,3.2,56,7.6,14.4
2023-07-01T07:00,15.5,73,0.00,0.00,7.2,16,14.8,15.0
2023-07-01T08:00,16.6,71,0.00,0.00,11.9,18,22.3,15.5
2023-07-01T09:00,17.6,71,0.00,0.00,17.3,20,29.9,16.1
2023-07-01T10:00,17.7,71,0.00,0.00,19.8,19,33.8,16.6
2023-07-01T11:00,18.4,70,0.00,0.00,23.0,21,38.9,17.0
2023-07-01T12:00,18.1,70,0.00,0.00,23.8,21,40.0,17.2
2023-07-01T13:00,18.5,72,0.00,0.00,24.8,22,41.4,17.4
2023-07-01T14:00,18.6,73,0.00,0.00,24.1,20,41.4,17.3
2023-07-01T15:00,18.5,74,0.00,0.00,24.5,21,41.0,17.3
2023-07-01T16:00,18.2,75,0.00,0.00,23.0,21,40.7,17.0
2023-07-01T17:00,17.6,76,0.00,0.00,21.6,18,38.2,16.6
2023-07-01T18:00,16.8,79,0.00,0.00,21.2,20,37.1,16.3
2023-07-01T19:00,16.3,82,0.00,0.00,19.4,20,34.6,15.7
2023-07-01T20:00,15.5,86,0.00,0.00,14.4,13,31.7,15.1
2023-07-01T21:00,14.8,88,0.00,0.00,11.9,4,24.1,14.3
2023-07-01T22:00,14.1,90,0.00,0.00,7.2,329,19.1,13.5
2023-07-01T23:00,13.9,92,0.00,0.00,5.8,339,11.2,13.1
2023-07-02T00:00,13.8,94,0.00,0.00,2.9,53,8.3,13.0
2023-07-02T01:00,13.5,94,0.00,0.00,6.1,60,8.3,13.1
2023-07-02T02:00,13.1,91,0.00,0.00,5.4,64,8.6,13.0
2023-07-02T03:00,12.9,87,0.00,0.00,5.8,96,7.9,13.2
2023-07-02T04:00,13.5,75,0.00,0.00,6.1,122,8.6,13.8
2023-07-02T05:00,14.2,72,0.00,0.00,4.7,73,8.6,14.7
2023-07-02T06:00,15.7,66,0.00,0.00,1.8,358,5.0,15.0
2023-07-02T07:00,17.5,59,0.00,0.00,2.2,300,6.8,15.8
2023-07-02T08:00,18.9,55,0.00,0.00,10.8,293,19.8,16.5
2023-07-02T09:00,19.5,57,0.00,0.00,16.6,289,28.4,17.1
2023-07-02T10:00,19.7,62,0.00,0.00,18.7,289,31.3,17.5
2023-07-02T11:00,19.3,73,0.00,0.00,21.2,286,35.3,17.7
2023-07-02T12:00,18.5,78,0.00,0.00,27.4,287,43.6,18.0
2023-07-02T13:00,17.2,83,0.00,0.00,24.1,290,43.9,17.7
2023-07-02T14:00,18.3,83,0.00,0.00,20.9,296,39.2,17.9
2023-07-02T15:00,18.2,82,0.00,0.00,23.0,291,37.8,17.5
2023-07-02T16:00,18.3,83,0.00,0.00,21.2,296,37.1,17.2
2023-07-02T17:00,18.1,85,0.00,0.00,20.9,291,35.3,16.8
2023-07-02T18:00,17.1,86,0.00,0.00,18.7,292,37.8,16.5
2023-07-02T19:00,16.7,87,0.00,0.00,15.5,290,30.2,15.9
2023-07-02T20:00,15.7,88,0.00,0.00,12.2,292,24.8,15.5
2023-07-02T21:00,15.0,91,0.00,0.00,13.3,296,23.4,15.1
2023-07-02T22:00,14.8,92,0.00,0.00,12.6,294,20.9,14.9
2023-07-02T23:00,14.9,92,0.00,0.00,11.9,291,19.4,14.9
2023-07-03T00:00,15.0,90,0.00,0.00,12.2,292,20.2,14.9
2023-07-03T01:00,14.7,90,0.00,0.00,9.7,290,19.4,14.8
2023-07-03T02:00,14.5,91,0.00,0.00,9.0,293,15.5,14.7
2023-07-03T03:00,14.7,89,0.00,0.00,6.1,289,12.6,14.7
2023-07-03T04:00,14.7,88,0.00,0.00,7.9,287,13.7,14.6
2023-07-03T05:00,14.5,89,0.00,0.00,10.1,291,16.6,14.7
2023-07-03T06:00,14.2,95,0.40,0.00,10.4,297,18.0,14.6
2023-07-03T07:00,14.4,95,2.60,0.00,9.7,295,16.2,14.8
2023-07-03T08:00,13.9,95,0.70,0.00,10.8,295,16.6,14.8
2023-07-03T09:00,13.8,93,0.50,0.00,9.4,15,16.6,15.2
2023-07-03T10:00,14.0,92,0.10,0.00,7.6,16,18.4,15.2
2023-07-03T11:00,14.1,92,0.10,0.00,13.7,21,22.0,15.3
2023-07-03T12:00,13.6,82,0.20,0.00,17.3,27,28.8,15.2
2023-07-03T13:00,13.1,80,0.00,0.00,18.0,28,29.5,15.1
2023-07-03T14:00,12.7,77,0.00,0.00,16.2,23,29.2,15.1
2023-07-03T15:00,12.9,76,0.00,0.00,14.8,19,25.6,15.1
2023-07-03T16:00,13.2,76,0.00,0.00,15.1,17,25.2,14.9
2023-07-03T17:00,13.3,78,0.00,0.00,15.5,17,25.9,14.7
2023-07-03T18:00,13.7,77,0.00,0.00,15.1,20,26.3,14.5
2023-07-03T19:00,13.2,77,0.00,0.00,14.0,22,24.8,14.4
2023-07-03T20:00,13.0,78,0.00,0.00,12.6,27,23.0,14.1
2023-07-03T21:00,12.9,76,0.00,0.00,9.7,27,18.7,13.9
2023-07-03T22:00,12.9,76,0.00,0.00,6.5,27,15.5,13.9
2023-07-03T23:00,12.7,79,0.00,0.00,4.7,13,10.8,13.8
2023-07-04T00:00,12.9,76,0.00,0.00,5.4,6,11.9,13.8
2023-07-04T01:00,12.7,77,0.00,0.00,6.1,2,10.4,13.8
2023-07-04T02:00,12.5,78,0.00,0.00,8.3,16,13.7,13.6
2023-07-04T03:00,12.7,78,0.00,0.00,4.0,32,11.5,13.5
2023-07-04T04:00,12.2,79,0.00,0.00,2.5,345,7.6,13.6
2023-07-04T05:00,12.2,79,0.00,0.00,5.0,303,9.7,13.6
2023-07-04T06:00,12.6,79,0.00,0.00,6.1,302,11.9,13.7
2023-07-04T07:00,13.2,78,0.00,0.00,6.1,294,12.6,13.9
2023-07-04T08:00,13.9,71,0.00,0.00,6.8,288,14.4,14.0
2023-07-04T09:00,13.8,71,0.00,0.00,10.1,310,19.1,14.4
2023-07-04T10:00,13.9,71,0.00,0.00,11.2,296,20.9,14.6
2023-07-04T11:00,14.0,71,0.00,0.00,10.8,330,22.3,14.4
2023-07-04T12:00,13.7,69,0.00,0.00,12.6,320,24.8,14.7
2023-07-04T13:00,13.8,65,0.00,0.00,12.2,310,24.1,14.9
2023-07-04T14:00,13.8,61,0.00,0.00,13.7,289,25.2,14.6
2023-07-04T15:00,14.4,60,0.00,0.00,13.0,284,24.5,15.1
2023-07-04T16:00,13.8,64,0.00,0.00,14.4,278,25.9,15.0
2023-07-04T17:00,13.9,69,0.00,0.00,13.0,281,25.2,15.0
2023-07-04T18:00,15.2,70,0.00,0.00,12.6,284,23.8,14.6
2023-07-04T19:00,15.0,70,0.00,0.00,11.9,285,21.2,14.3
2023-07-04T20:00,14.0,69,0.00,0.00,9.7,290,19.4,13.8
2023-07-04T21:00,12.6,70,0.00,0.00,7.6,296,16.9,13.0
2023-07-04T22:00,11.8,76,0.00,0.00,6.5,271,11.9,12.4
2023-07-04T23:00,10.9,79,0.00,0.00,5.4,251,9.7,11.9
2023-07-05T00:00,9.9,84,0.00,0.00,6.1,208,9.0,11.7
2023-07-05T01:00,9.5,83,0.00,0.00,5.8,200,9.0,11.5
2023-07-05T02:00,9.8,83,0.00,0.00,5.8,182,8.6,11.7
2023-07-05T03:00,9.8,83,0.00,0.00,6.8,174,9.7,11.8
2023-07-05T04:00,11.1,80,0.00,0.00,8.3,161,12.6,12.4
2023-07-05T05:00,11.8,76,0.00,0.00,10.1,152,16.2,13.4
2023-07-05T06:00,13.2,70,0.00,0.00,9.0,139,16.6,13.9
2023-07-05T07:00,14.6,63,0.00,0.00,4.3,121,16.2,14.4
2023-07-05T08:00,15.6,59,0.00,0.00,4.3,57,13.0,14.8
2023-07-05T09:00,15.7,60,0.00,0.00,11.5,28,22.7,15.5
2023-07-05T10:00,16.3,59,0.00,0.00,15.1,15,28.1,14.9
2023-07-05T11:00,16.5,62,0.00,0.00,18.4,17,32.8,14.8
2023-07-05T12:00,16.9,64,0.00,0.00,20.9,16,36.0,14.6
2023-07-05T13:00,16.8,65,0.00,0.00,23.0,17,39.2,15.1
2023-07-05T14:00,17.0,67,0.00,0.00,24.5,17,41.0,15.2
2023-07-05T15:00,17.1,68,0.00,0.00,23.8,18,41.0,15.3
2023-07-05T16:00,17.4,68,0.00,0.00,22.0,20,39.2,15.6
2023-07-05T17:00,17.4,70,0.00,0.00,20.5,27,36.4,15.4
2023-07-05T18:00,17.1,70,0.00,0.00,20.5,30,34.9,15.3
2023-07-05T19:00,15.8,73,0.00,0.00,18.0,30,33.5,14.9
2023-07-05T20:00,15.5,76,0.00,0.00,14.8,26,29.2,14.3
2023-07-05T21:00,14.9,78,0.00,0.00,10.4,16,22.3,13.6
2023-07-05T22:00,14.4,81,0.00,0.00,7.9,0,16.6,13.0
2023-07-05T23:00,14.0,84,0.00,0.00,5.8,349,12.6,12.7
2023-07-06T00:00,13.0,88,0.00,0.00,3.6,20,7.6,12.7
2023-07-06T01:00,12.5,91,0.00,0.00,4.7,31,6.8,12.6
2023-07-06T02:00,12.9,92,0.00,0.00,3.6,46,6.5,12.7
2023-07-06T03:00,13.7,88,0.00,0.00,5.4,77,7.6,13.0
2023-07-06T04:00,14.1,84,0.00,0.00,6.1,61,8.3,13.4
2023-07-06T05:00,14.3,80,0.00,0.00,5.4,41,8.6,14.0
2023-07-06T06:00,15.0,76,0.00,0.00,3.6,11,7.6,14.3
2023-07-06T07:00,15.9,69,0.00,0.00,3.2,349,6.5,15.0
2023-07-06T08:00,16.9,67,0.00,0.00,2.5,5,6.5,15.1
2023-07-06T09:00,17.5,61,0.00,0.00,6.1,356,14.0,15.9
2023-07-06T10:00,18.8,57,0.00,0.00,7.2,340,16.6,16.7
2023-07-06T11:00,19.2,57,0.00,0.00,8.6,345,18.7,16.7
2023-07-06T12:00,19.9,58,0.00,0.00,11.2,326,22.3,17.8
2023-07-06T13:00,19.8,59,0.00,0.00,10.8,320,22.7,18.0
2023-07-06T14:00,19.9,61,0.00,0.00,10.4,311,21.6,18.1
2023-07-06T15:00,20.0,61,0.00,0.00,8.3,313,20.9,17.5
2023-07-06T16:00,17.2,59,0.00,0.00,6.8,308,19.1,17.4
2023-07-06T17:00,16.8,58,0.00,0.00,6.5,285,17.6,17.0
2023-07-06T18:00,18.5,67,0.00,0.00,12.2,285,20.9,16.7
2023-07-06T19:00,18.1,78,0.00,0.00,13.7,296,21.6,16.0
2023-07-06T20:00,16.9,86,0.00,0.00,14.8,293,22.7,15.4
2023-07-06T21:00,15.5,88,0.00,0.00,14.8,287,25.2,14.6
2023-07-06T22:00,14.8,88,0.00,0.00,11.5,293,23.0,14.3
2023-07-06T23:00,14.4,89,0.00,0.00,10.8,293,18.0,14.0
2023-07-07T00:00,14.0,88,0.00,0.00,7.9,288,17.6,14.0
2023-07-07T01:00,14.3,89,0.00,0.00,2.5,350,12.2,13.9
2023-07-07T02:00,14.2,94,0.00,0.00,3.6,101,6.5,13.9
2023-07-07T03:00,14.3,91,0.00,0.00,4.3,110,7.6,13.9
2023-07-07T04:00,15.0,88,0.00,0.00,4.7,82,7.9,14.3
2023-07-07T05:00,15.5,77,0.00,0.00,11.5,251,19.8,14.7
2023-07-07T06:00,16.1,73,0.00,0.00,11.5,265,21.6,15.1
2023-07-07T07:00,16.1,70,0.00,0.00,13.7,278,24.5,15.5
2023-07-07T08:00,17.0,70,0.00,0.00,15.8,291,27.7,16.0
2023-07-07T09:00,17.2,70,0.00,0.00,19.1,300,32.4,16.1
2023-07-07T10:00,17.8,71,0.00,0.00,22.3,292,37.1,16.2
2023-07-07T11:00,17.9,70,0.00,0.00,20.9,294,37.4,16.1
2023-07-07T12:00,18.8,70,0.00,0.00,13.7,301,36.0,16.0
2023-07-07T13:00,18.8,69,0.00,0.00,12.6,294,28.4,16.0
2023-07-07T14:00,19.0,67,0.00,0.00,7.9,304,23.4,16.0
2023-07-07T15:00,19.2,66,0.00,0.00,6.8,314,19.4,16.6
2023-07-07T16:00,18.4,71,0.00,0.00,9.0,14,18.4,16.8
2023-07-07T17:00,17.7,72,0.00,0.00,10.1,25,19.4,16.4
2023-07-07T18:00,18.1,68,0.00,0.00,7.2,29,16.9,15.9
2023-07-07T19:00,17.3,65,0.00,0.00,5.8,13,13.7,15.6
2023-07-07T20:00,16.8,68,0.00,0.00,4.3,13,10.4,15.1
2023-07-07T21:00,15.8,74,0.00,0.00,3.2,280,6.5,14.3
2023-07-07T22:00,14.8,73,0.00,0.00,2.9,224,5.8,14.0
2023-07-07T23:00,13.7,77,0.00,0.00,1.8,148,4.0,13.8
2023-07-08T00:00,12.7,82,0.00,0.00,4.0,121,5.4,13.5
2023-07-08T01:00,12.1,82,0.00,0.00,4.3,120,6.5,13.6
2023-07-08T02:00,11.8,82,0.00,0.00,4.7,107,6.1,13.6
2023-07-08T03:00,12.1,82,0.00,0.00,4.3,114,6.5,13.6
2023-07-08T04:00,12.9,82,0.00,0.00,4.3,104,6.5,14.1
2023-07-08T05:00,13.6,80,0.00,0.00,4.3,82,7.2,14.9
2023-07-08T06:00,15.3,70,0.00,0.00,4.0,99,7.9,15.2
2023-07-08T07:00,16.7,67,0.00,0.00,5.0,43,10.4,16.0
2023-07-08T08:00,17.7,67,0.00,0.00,7.2,24,14.4,16.6
2023-07-08T09:00,18.8,64,0.00,0.00,9.7,22,18.7,17.3
2023-07-08T10:00,19.5,62,0.00,0.00,12.2,16,22.7,17.9
2023-07-08T11:00,20.2,60,0.00,0.00,12.6,14,23.8,18.1
2023-07-08T12:00,20.4,60,0.00,0.00,13.3,10,24.5,18.2
2023-07-08T13:00,20.9,62,0.00,0.00,13.3,13,25.2,18.6
2023-07-08T14:00,20.8,61,0.00,0.00,14.4,15,25.6,18.6
2023-07-08T15:00,20.6,58,0.00,0.00,13.3,12,24.5,18.3
2023-07-08T16:00,20.4,60,0.00,0.00,13.7,7,23.8,18.0
2023-07-08T17:00,20.2,65,0.00,0.00,11.9,357,23.4,17.5
2023-07-08T18:00,19.9,67,0.00,0.00,10.1,342,20.5,16.9
2023-07-08T19:00,18.5,72,0.00,0.00,8.6,330,17.3,16.4
2023-07-08T20:00,17.2,76,0.00,0.00,7.2,325,14.8,15.7
2023-07-08T21:00,16.4,81,0.00,0.00,6.8,318,11.9,14.9
2023-07-08T22:00,15.0,86,0.00,0.00,7.2,314,11.5,14.4
2023-07-08T23:00,14.3,90,0.00,0.00,4.7,314,10.8,14.0
2023-07-09T00:00,13.7,91,0.00,0.00,3.2,340,6.5,13.9
2023-07-09T01:00,13.3,91,0.00,0.00,3.2,26,5.0,13.7
2023-07-09T02:00,13.2,90,0.00,0.00,3.6,49,5.4,13.5
2023-07-09T03:00,13.3,90,0.00,0.00,3.6,41,5.4,13.4
2023-07-09T04:00,13.9,88,0.00,0.00,4.0,6,7.2,14.3
2023-07-09T05:00,14.6,86,0.00,0.00,4.0,340,7.6,15.3
2023-07-09T06:00,16.4,78,0.00,0.00,4.3,2,8.3,15.9
2023-07-09T07:00,18.2,72,0.00,0.00,4.3,357,9.0,16.7
2023-07-09T08:00,18.4,69,0.00,0.00,5.8,23,11.9,17.2
2023-07-09T09:00,19.6,65,0.00,0.00,7.6,20,14.8,17.9
2023-07-09T10:00,19.3,65,0.00,0.00,9.7,16,18.4,18.5
2023-07-09T11:00,19.7,65,0.00,0.00,11.9,8,22.0,18.9
2023-07-09T12:00,20.3,66,0.00,0.00,13.3,5,23.8,18.7
2023-07-09T13:00,19.9,68,0.00,0.00,14.0,2,25.2,18.9
2023-07-09T14:00,20.3,65,0.00,0.00,13.0,3,24.5,18.9
2023-07-09T15:00,20.5,69,0.00,0.00,12.2,347,22.0,18.7
2023-07-09T16:00,21.0,69,0.00,0.00,10.4,345,21.6,18.5
2023-07-09T17:00,21.4,68,0.00,0.00,8.6,345,18.7,18.1
2023-07-09T18:00,20.7,68,0.00,0.00,6.8,317,14.4,17.7
2023-07-09T19:00,20.1,69,0.00,0.00,3.6,351,11.5,17.2
2023-07-09T20:00,18.7,71,0.00,0.00,2.9,29,5.8,16.5
2023-07-09T21:00,17.8,70,0.00,0.00,1.8,49,4.7,15.6
2023-07-09T22:00,16.0,74,0.00,0.00,5.8,69,7.6,15.4
2023-07-09T23:00,15.5,72,0.00,0.00,4.7,132,7.6,15.1
2023-07-10T00:00,15.5,73,0.00,0.00,5.8,100,7.9,15.2
2023-07-10T01:00,15.7,74,0.00,0.00,4.3,97,7.2,15.1
2023-07-10T02:00,15.3,75,0.00,0.00,5.0,84,6.8,15.0
2023-07-10T03:00,15.1,76,0.00,0.00,3.6,74,5.8,15.0
2023-07-10T04:00,16.6,75,0.00,0.00,4.7,72,6.1,15.4
2023-07-10T05:00,17.5,71,0.00,0.00,4.7,73,6.8,16.1
2023-07-10T06:00,18.3,71,0.00,0.00,5.4,64,8.6,16.4
2023-07-10T07:00,19.0,66,0.00,0.00,6.1,70,10.1,16.4
2023-07-10T08:00,19.5,63,0.00,0.00,6.5,74,11.5,16.7
2023-07-10T09:00,20.9,57,0.00,0.00,9.0,294,16.6,17.6
2023-07-10T10:00,19.9,68,0.00,0.00,19.8,293,40.7,18.3
2023-07-10T11:00,20.1,76,0.00,0.00,24.1,285,38.5,17.9
2023-07-10T12:00,20.2,81,0.00,0.00,20.9,293,36.7,18.5
2023-07-10T13:00,20.1,85,0.00,0.00,18.4,292,32.8,18.4
2023-07-10T14:00,20.5,87,0.10,0.00,11.9,290,28.8,17.7
2023-07-10T15:00,20.3,83,0.50,0.00,15.5,295,27.7,17.3
2023-07-10T16:00,18.7,86,0.00,0.00,13.3,301,24.8,17.4
2023-07-10T17:00,17.3,89,0.20,0.00,7.2,318,21.6,17.1
2023-07-10T18:00,17.3,79,0.90,0.00,10.1,291,17.6,16.8
2023-07-10T19:00,17.0,79,0.00,0.00,8.3,335,16.9,16.6
2023-07-10T20:00,16.1,90,0.60,0.00,10.1,313,15.8,16.5
2023-07-10T21:00,15.6,96,1.50,0.00,5.0,355,11.2,16.2
2023-07-10T22:00,15.3,96,2.30,0.00,5.0,31,7.9,16.1
2023-07-10T23:00,15.1,96,1.20,0.00,4.7,51,7.9,16.0
2023-07-11T00:00,15.0,96,1.40,0.00,3.6,42,7.2,15.9
2023-07-11T01:00,14.8,96,1.10,0.00,4.7,353,6.8,15.8
2023-07-11T02:00,14.6,97,1.40,0.00,4.7,19,7.6,15.7
2023-07-11T03:00,14.4,97,1.20,0.00,3.2,23,6.8,15.6
2023-07-11T04:00,14.3,96,0.80,0.00,5.0,354,7.9,15.6
2023-07-11T05:00,14.4,95,0.80,0.00,5.0,331,8.6,15.6
2023-07-11T06:00,14.5,95,0.50,0.00,4.7,66,8.3,15.8
2023-07-11T07:00,15.2,93,0.00,0.00,1.8,214,7.6,16.0
2023-07-11T08:00,15.8,91,0.00,0.00,1.8,239,4.3,16.0
2023-07-11T09:00,16.8,88,0.00,0.00,4.3,53,9.0,15.9
2023-07-11T10:00,17.3,85,0.00,0.00,8.3,24,15.8,16.5
2023-07-11T11:00,17.9,81,0.00,0.00,12.6,16,23.0,16.6
2023-07-11T12:00,18.6,79,0.00,0.00,17.6,12,30.2,16.4
2023-07-11T13:00,18.2,84,0.00,0.00,18.4,13,31.3,16.4
2023-07-11T14:00,18.1,92,0.50,0.00,15.8,12,30.6,16.0
2023-07-11T15:00,17.3,94,0.70,0.00,12.6,10,25.2,16.2
2023-07-11T16:00,17.0,95,1.90,0.00,9.0,338,20.9,16.3
2023-07-11T17:00,16.4,96,3.60,0.00,6.1,14,16.9,16.3
2023-07-11T18:00,17.0,86,1.20,0.00,5.8,23,14.4,15.9
2023-07-11T19:00,16.5,92,0.10,0.00,6.8,8,11.5,15.8
2023-07-11T20:00,16.0,96,0.70,0.00,4.0,33,10.8,15.6
2023-07-11T21:00,15.6,96,0.30,0.00,3.6,64,6.8,15.5
2023-07-11T22:00,15.5,96,0.20,0.00,5.0,85,7.6,15.5
2023-07-11T23:00,15.4,97,0.80,0.00,5.4,100,10.8,15.4
2023-07-12T00:00,15.2,94,1.00,0.00,4.0,117,7.9,15.3
2023-07-12T01:00,14.7,97,0.10,0.00,6.1,66,9.0,15.3
2023-07-12T02:00,14.7,92,0.00,0.00,8.3,152,13.0,15.2
2023-07-12T03:00,14.8,90,0.00,0.00,8.6,165,15.1,15.2
2023-07-12T04:00,14.7,89,0.00,0.00,10.1,165,15.8,15.3
2023-07-12T05:00,15.1,86,0.00,0.00,12.2,171,18.7,15.8
2023-07-12T06:00,16.5,80,0.00,0.00,11.5,138,18.7,16.1
2023-07-12T07:00,17.7,74,0.00,0.00,13.3,140,22.0,16.7
2023-07-12T08:00,18.4,68,0.00,0.00,12.2,132,22.3,17.0
2023-07-12T09:00,19.3,63,0.00,0.00,8.3,110,18.0,17.4
2023-07-12T10:00,20.0,67,0.00,0.00,10.8,25,20.2,16.8
2023-07-12T11:00,20.6,69,0.00,0.00,13.0,4,23.0,17.8
2023-07-12T12:00,19.2,77,0.30,0.00,10.8,349,22.0,17.1
2023-07-12T13:00,19.0,78,0.00,0.00,11.9,288,21.6,17.3
2023-07-12T14:00,19.9,77,0.00,0.00,11.5,38,23.8,17.1
2023-07-12T15:00,18.4,77,0.00,0.00,10.1,29,21.6,17.1
2023-07-12T16:00,19.5,80,0.00,0.00,16.9,28,27.7,16.9
2023-07-12T17:00,18.5,88,0.20,0.00,14.8,339,30.6,16.6
2023-07-12T18:00,17.4,88,0.00,0.00,8.6,321,24.5,16.5
2023-07-12T19:00,17.5,87,0.00,0.00,8.3,317,15.8,16.2
2023-07-12T20:00,16.8,87,0.00,0.00,3.6,291,14.8,15.8
2023-07-12T21:00,16.0,86,0.00,0.00,5.8,257,10.8,15.3
2023-07-12T22:00,15.2,89,0.00,0.00,4.7,154,8.6,14.8
2023-07-12T23:00,14.3,92,0.00,0.00,5.0,298,7.9,14.3
2023-07-13T00:00,13.8,91,0.00,0.00,2.2,220,8.6,14.1
2023-07-13T01:00,14.2,90,0.00,0.00,4.0,150,5.8,13.8
2023-07-13T02:00,14.2,91,0.00,0.00,5.8,139,8.3,13.6
2023-07-13T03:00,14.3,90,0.00,0.00,6.5,148,9.4,13.5
2023-07-13T04:00,14.5,88,0.00,0.00,8.6,152,13.0,14.2
2023-07-13T05:00,14.3,81,0.00,0.00,9.7,145,15.5,15.1
2023-07-13T06:00,14.9,75,0.00,0.00,7.9,130,14.4,15.7
2023-07-13T07:00,16.8,69,0.00,0.00,5.0,123,13.7,16.4
2023-07-13T08:00,18.2,70,0.00,0.00,5.4,47,12.2,16.8
2023-07-13T09:00,19.5,68,0.00,0.00,10.8,28,20.9,17.2
2023-07-13T10:00,19.6,72,0.00,0.00,15.5,21,27.0,17.4
2023-07-13T11:00,19.3,76,0.00,0.00,14.8,12,27.7,17.9
2023-07-13T12:00,20.2,76,0.00,0.00,11.2,5,25.9,18.0
2023-07-13T13:00,20.3,77,0.00,0.00,8.6,4,20.5,17.7
2023-07-13T14:00,20.1,77,0.00,0.00,4.7,333,16.9,16.9
2023-07-13T15:00,18.4,72,0.20,0.00,2.9,0,14.4,17.1
2023-07-13T16:00,18.5,78,0.00,0.00,6.1,304,11.9,16.7
2023-07-13T17:00,17.2,86,0.00,0.00,13.3,262,21.6,16.3
2023-07-13T18:00,16.2,89,0.40,0.00,10.1,281,20.2,16.0
2023-07-13T19:00,14.8,88,0.20,0.00,7.9,359,16.2,15.8
2023-07-13T20:00,13.7,96,1.80,0.00,25.9,286,38.9,15.5
2023-07-13T21:00,12.7,91,5.00,0.00,31.7,286,50.4,15.0
2023-07-13T22:00,11.9,88,0.40,0.00,27.0,281,48.6,14.8
2023-07-13T23:00,11.8,83,0.30,0.00,26.3,273,42.5,14.8
2023-07-14T00:00,11.9,75,0.00,0.00,19.4,261,32.8,14.7
2023-07-14T01:00,11.6,73,0.00,0.00,16.6,252,30.6,14.6
2023-07-14T02:00,11.4,73,0.00,0.00,14.8,247,26.3,14.5
2023-07-14T03:00,11.4,78,0.00,0.00,7.2,230,16.6,14.3
2023-07-14T04:00,11.6,81,0.00,0.00,6.5,228,11.2,14.3
2023-07-14T05:00,11.8,81,0.00,0.00,6.8,175,11.9,14.4
2023-07-14T06:00,13.4,74,0.00,0.00,8.3,243,15.1,14.5
2023-07-14T07:00,13.3,74,0.00,0.00,9.4,272,16.9,14.6
2023-07-14T08:00,13.0,76,0.00,0.00,9.7,281,16.9,15.1
2023-07-14T09:00,13.4,68,0.00,0.00,11.9,284,21.6,15.5
2023-07-14T10:00,12.7,70,0.00,0.00,13.0,288,23.8,15.7
2023-07-14T11:00,13.6,73,0.00,0.00,12.6,293,23.0,16.1
2023-07-14T12:00,14.1,72,0.00,0.00,14.4,296,25.6,16.5
2023-07-14T13:00,14.2,70,0.00,0.00,16.9,295,29.2,16.1
2023-07-14T14:00,14.1,71,0.00,0.00,13.7,293,28.8,16.3
2023-07-14T15:00,15.1,69,0.00,0.00,10.4,292,26.6,16.4
2023-07-14T16:00,15.2,70,0.00,0.00,4.0,344,19.4,16.4
2023-07-14T17:00,15.3,75,0.00,0.00,6.8,36,13.7,16.3
2023-07-14T18:00,14.8,73,0.00,0.00,9.7,28,17.3,16.0
2023-07-14T19:00,14.6,73,0.00,0.00,9.4,23,17.3,15.6
2023-07-14T20:00,14.3,75,0.00,0.00,5.4,26,15.8,15.0
2023-07-14T21:00,13.7,84,0.00,0.00,1.8,103,7.9,14.2
2023-07-14T22:00,12.6,86,0.00,0.00,3.6,152,5.8,13.9
2023-07-14T23:00,12.0,85,0.00,0.00,5.4,146,7.6,13.6
2023-07-15T00:00,11.7,86,0.00,0.00,6.5,140,8.6,13.5
2023-07-15T01:00,11.4,86,0.00,0.00,6.1,145,8.6,13.4
2023-07-15T02:00,11.6,85,0.00,0.00,5.4,142,7.9,13.2
2023-07-15T03:00,11.7,85,0.00,0.00,5.0,131,7.6,13.2
2023-07-15T04:00,11.8,82,0.00,0.00,4.7,140,7.2,13.7
2023-07-15T05:00,12.3,75,0.00,0.00,4.3,141,7.6,14.4
2023-07-15T06:00,13.5,66,0.00,0.00,5.4,125,9.7,14.8
2023-07-15T07:00,15.4,60,0.00,0.00,5.4,97,10.4,15.4
2023-07-15T08:00,16.2,60,0.00,0.00,4.3,62,11.9,15.9
2023-07-15T09:00,17.3,51,0.00,0.00,6.5,75,14.0,16.2
2023-07-15T10:00,19.1,56,0.00,0.00,9.0,42,15.8,16.8
2023-07-15T11:00,20.2,56,0.00,0.00,9.4,45,17.3,17.4
2023-07-15T12:00,21.2,52,0.00,0.00,11.5,61,23.0,17.4
2023-07-15T13:00,21.8,59,0.00,0.00,11.9,45,22.0,17.5
2023-07-15T14:00,21.6,57,0.00,0.00,9.7,73,19.4,16.9
2023-07-15T15:00,21.7,48,0.00,0.00,9.7,131,20.2,16.6
2023-07-15T16:00,20.3,52,0.00,0.00,11.2,138,17.3,16.3
2023-07-15T17:00,19.0,60,0.00,0.00,10.4,134,20.5,16.1
2023-07-15T18:00,17.4,82,0.00,0.00,6.8,167,15.1,16.2
