latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
62.3184,5.7257843,0.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-08-06T06:00,13.5,81,0.00,0.00,14.8,38,23.8,14.0
2023-08-06T07:00,13.8,81,0.00,0.00,16.2,37,26.6,14.3
2023-08-06T08:00,14.4,80,0.00,0.00,17.3,36,28.4,14.6
2023-08-06T09:00,14.7,76,0.00,0.00,19.1,34,31.7,14.6
2023-08-06T10:00,15.0,76,0.00,0.00,21.6,29,35.6,14.9
2023-08-06T11:00,14.7,76,0.00,0.00,23.0,26,37.8,14.6
2023-08-06T12:00,14.6,76,0.00,0.00,23.4,23,39.2,14.5
2023-08-06T13:00,14.8,76,0.00,0.00,24.5,24,40.3,14.4
2023-08-06T14:00,14.7,76,0.00,0.00,25.6,24,42.1,14.8
2023-08-06T15:00,14.5,77,0.00,0.00,25.6,25,42.5,14.5
2023-08-06T16:00,14.5,78,0.00,0.00,25.6,27,42.1,14.4
2023-08-06T17:00,14.2,79,0.00,0.00,25.2,31,41.4,14.3
2023-08-06T18:00,13.8,80,0.00,0.00,23.8,34,38.9,14.2
2023-08-06T19:00,13.6,80,0.00,0.00,22.3,40,37.8,14.1
2023-08-06T20:00,13.4,80,0.00,0.00,21.2,42,35.3,14.0
2023-08-06T21:00,13.3,81,0.00,0.00,20.5,41,32.8,13.8
2023-08-06T22:00,13.4,81,0.00,0.00,20.5,40,33.1,13.8
2023-08-06T23:00,13.4,82,0.00,0.00,21.2,40,33.5,13.8
2023-08-07T00:00,13.3,82,0.00,0.00,22.3,40,35.6,13.8
2023-08-07T01:00,13.3,82,0.00,0.00,22.7,39,36.0,13.7
2023-08-07T02:00,13.2,82,0.00,0.00,24.5,38,38.5,13.7
2023-08-07T03:00,13.1,82,0.00,0.00,25.6,40,40.7,13.6
2023-08-07T04:00,13.1,83,0.00,0.00,28.1,38,44.3,13.7
2023-08-07T05:00,13.0,83,0.00,0.00,29.5,41,46.8,13.6
2023-08-07T06:00,12.7,84,0.00,0.00,30.6,39,48.6,13.5
2023-08-07T07:00,12.6,83,0.10,0.00,31.3,39,50.0,13.5
2023-08-07T08:00,12.5,82,0.10,0.00,31.3,38,50.0,13.4
2023-08-07T09:00,11.8,84,0.20,0.00,31.7,35,50.4,13.4
2023-08-07T10:00,11.6,88,0.80,0.00,31.0,32,50.4,13.4
2023-08-07T11:00,11.5,88,0.80,0.00,32.8,29,51.8,13.3
2023-08-07T12:00,11.5,88,0.70,0.00,33.8,30,54.0,13.2
2023-08-07T13:00,11.4,88,0.80,0.00,35.3,26,56.2,13.3
2023-08-07T14:00,11.3,88,0.90,0.00,34.2,25,56.2,13.3
2023-08-07T15:00,11.2,89,1.00,0.00,34.2,24,56.5,13.2
2023-08-07T16:00,11.0,91,2.90,0.00,33.5,26,54.7,13.1
2023-08-07T17:00,10.7,90,2.60,0.00,35.3,22,57.2,13.1
2023-08-07T18:00,10.7,90,1.60,0.00,33.1,19,52.9,13.0
2023-08-07T19:00,10.9,90,1.30,0.00,33.5,19,53.6,13.1
2023-08-07T20:00,10.6,89,1.30,0.00,33.8,21,54.4,13.0
2023-08-07T21:00,10.6,89,1.30,0.00,32.4,17,52.9,12.9
2023-08-07T22:00,10.8,89,1.30,0.00,33.5,19,54.0,13.0
2023-08-07T23:00,11.1,89,1.80,0.00,33.8,20,54.0,13.0
2023-08-08T00:00,11.1,89,1.60,0.00,31.7,19,54.0,13.0
2023-08-08T01:00,11.0,90,1.20,0.00,32.8,18,52.6,13.0
2023-08-08T02:00,11.2,90,1.20,0.00,34.6,18,56.5,13.0
2023-08-08T03:00,11.3,91,1.30,0.00,31.0,14,52.2,12.9
2023-08-08T04:00,11.4,92,1.60,0.00,27.4,7,49.3,13.0
2023-08-08T05:00,11.7,93,1.00,0.00,25.9,4,43.6,13.0
2023-08-08T06:00,11.9,92,0.90,0.00,23.0,351,39.2,13.1
2023-08-08T07:00,12.0,94,0.80,0.00,20.5,347,37.8,13.1
2023-08-08T08:00,12.3,95,0.90,0.00,17.6,347,32.8,13.1
2023-08-08T09:00,12.1,94,1.00,0.00,17.6,341,28.4,13.1
2023-08-08T10:00,12.1,94,0.20,0.00,14.8,340,27.7,13.2
2023-08-08T11:00,12.2,95,0.10,0.00,14.8,317,23.4,13.3
2023-08-08T12:00,12.2,95,0.40,0.00,14.4,318,25.6,13.2
2023-08-08T13:00,12.1,96,2.20,0.00,13.0,317,23.0,13.3
2023-08-08T14:00,12.4,97,2.20,0.00,13.7,296,22.3,13.3
2023-08-08T15:00,12.4,96,1.90,0.00,15.5,297,24.5,13.2
2023-08-08T16:00,12.6,96,0.20,0.00,17.6,283,26.6,13.2
2023-08-08T17:00,12.6,96,0.20,0.00,16.2,277,26.6,13.2
2023-08-08T18:00,12.5,96,0.30,0.00,16.6,274,28.1,13.1
2023-08-08T19:00,12.5,97,2.40,0.00,16.2,264,25.2,13.1
2023-08-08T20:00,12.4,96,2.40,0.00,16.2,240,25.6,13.2
2023-08-08T21:00,12.4,96,1.60,0.00,10.4,221,23.0,12.9
2023-08-08T22:00,12.3,95,0.00,0.00,13.0,175,19.8,13.0
2023-08-08T23:00,12.4,94,0.00,0.00,12.6,184,20.2,13.1
2023-08-09T00:00,12.3,91,0.00,0.00,16.2,182,24.8,12.9
2023-08-09T01:00,12.3,92,0.00,0.00,16.9,177,26.3,12.9
2023-08-09T02:00,12.5,90,0.00,0.00,16.9,192,26.6,12.9
2023-08-09T03:00,12.6,88,0.00,0.00,18.7,181,29.2,13.0
2023-08-09T04:00,12.8,88,0.00,0.00,19.4,182,30.2,12.9
2023-08-09T05:00,12.9,88,0.00,0.00,19.1,186,30.6,13.0
2023-08-09T06:00,13.0,85,0.00,0.00,23.0,187,36.4,13.0
2023-08-09T07:00,13.0,84,0.00,0.00,22.0,197,36.0,13.1
2023-08-09T08:00,12.8,83,0.00,0.00,20.9,197,34.9,13.1
2023-08-09T09:00,12.6,81,0.20,0.00,21.6,198,33.8,13.0
2023-08-09T10:00,12.4,84,0.20,0.00,19.8,190,34.6,12.9
2023-08-09T11:00,12.1,86,0.40,0.00,20.9,183,33.5,12.9
2023-08-09T12:00,11.7,86,0.80,0.00,18.0,199,34.6,12.9
2023-08-09T13:00,11.5,87,2.20,0.00,19.1,192,31.7,12.9
2023-08-09T14:00,11.6,86,1.60,0.00,20.9,187,33.1,13.0
2023-08-09T15:00,11.7,85,1.20,0.00,18.0,198,29.2,12.8
2023-08-09T16:00,11.6,86,0.90,0.00,18.0,208,30.2,12.7
2023-08-09T17:00,11.4,88,0.90,0.00,15.5,199,27.7,12.7
2023-08-09T18:00,11.3,87,0.90,0.00,15.5,200,24.8,12.5
2023-08-09T19:00,11.2,87,0.30,0.00,15.1,200,25.6,12.5
2023-08-09T20:00,11.0,86,0.10,0.00,16.2,204,27.0,12.5
2023-08-09T21:00,10.8,89,0.30,0.00,14.0,189,22.3,12.3
2023-08-09T22:00,10.8,88,0.10,0.00,12.2,196,21.6,12.3
2023-08-09T23:00,10.9,88,0.10,0.00,14.8,206,22.7,12.3
2023-08-10T00:00,10.9,88,0.20,0.00,15.8,230,25.9,12.4
2023-08-10T01:00,10.9,88,0.20,0.00,16.2,232,27.0,12.4
2023-08-10T02:00,10.7,89,0.10,0.00,14.0,233,25.6,12.4
2023-08-10T03:00,10.5,88,0.30,0.00,11.9,213,19.1,12.3
2023-08-10T04:00,10.6,89,0.10,0.00,13.0,216,20.2,12.4
2023-08-10T05:00,10.7,90,0.50,0.00,11.2,208,21.6,12.5
2023-08-10T06:00,10.8,89,0.60,0.00,9.7,208,17.3,12.5
2023-08-10T07:00,11.1,88,0.00,0.00,13.7,228,23.0,12.6
2023-08-10T08:00,11.5,88,0.00,0.00,13.3,232,21.2,12.7
2023-08-10T09:00,11.9,88,0.20,0.00,11.2,233,17.6,12.7
2023-08-10T10:00,12.5,87,0.00,0.00,14.0,238,22.0,12.8
2023-08-10T11:00,12.8,85,0.00,0.00,14.0,241,24.1,12.8
2023-08-10T12:00,12.7,81,0.00,0.00,14.4,243,27.4,12.8
2023-08-10T13:00,12.8,82,0.00,0.00,14.4,244,23.4,12.9
2023-08-10T14:00,12.9,85,0.00,0.00,13.0,254,22.7,12.9
2023-08-10T15:00,13.0,87,0.00,0.00,11.2,258,20.9,12.9
2023-08-10T16:00,12.6,84,0.00,0.00,13.7,263,22.0,12.8
2023-08-10T17:00,12.4,86,0.00,0.00,11.9,265,21.6,12.8
2023-08-10T18:00,12.2,87,0.00,0.00,9.4,262,18.7,12.6
2023-08-10T19:00,11.9,85,0.00,0.00,10.1,253,19.4,12.6
2023-08-10T20:00,11.3,88,0.00,0.00,6.8,229,15.5,12.6
2023-08-10T21:00,10.9,91,0.00,0.00,4.3,193,10.8,12.5
2023-08-10T22:00,11.0,91,0.00,0.00,6.5,184,9.7,12.5
2023-08-10T23:00,10.9,89,0.00,0.00,7.9,188,11.9,12.5
2023-08-11T00:00,10.9,90,0.00,0.00,7.2,186,11.9,12.3
2023-08-11T01:00,10.9,89,0.00,0.00,7.2,191,10.8,12.3
2023-08-11T02:00,10.9,89,0.00,0.00,7.6,183,11.2,12.4
2023-08-11T03:00,10.7,89,0.00,0.00,7.2,170,12.2,12.2
2023-08-11T04:00,10.7,87,0.00,0.00,7.6,189,11.5,12.1
2023-08-11T05:00,10.6,86,0.00,0.00,6.5,189,11.5,12.2
2023-08-11T06:00,10.9,85,0.00,0.00,4.7,188,10.1,12.2
2023-08-11T07:00,11.8,77,0.00,0.00,4.0,183,9.4,12.5
2023-08-11T08:00,12.4,75,0.00,0.00,4.3,282,9.4,12.6
2023-08-11T09:00,13.1,74,0.00,0.00,6.1,311,13.0,13.0
2023-08-11T10:00,14.1,67,0.00,0.00,9.4,318,18.4,13.6
2023-08-11T11:00,14.5,68,0.00,0.00,10.1,303,19.4,13.7
2023-08-11T12:00,14.6,70,0.00,0.00,13.3,291,24.1,13.8
2023-08-11T13:00,15.1,70,0.00,0.00,11.2,292,22.3,13.9
2023-08-11T14:00,15.0,70,0.00,0.00,6.8,284,20.9,14.0
2023-08-11T15:00,15.3,71,0.00,0.00,5.4,307,15.1,14.2
2023-08-11T16:00,14.6,73,0.00,0.00,10.4,26,19.1,14.0
2023-08-11T17:00,13.6,74,0.00,0.00,10.1,9,19.1,13.9
2023-08-11T18:00,13.4,76,0.00,0.00,12.2,22,20.2,13.4
2023-08-11T19:00,13.1,77,0.00,0.00,5.8,21,18.7,13.3
2023-08-11T20:00,13.2,83,0.00,0.00,4.7,45,8.6,13.3
2023-08-11T21:00,13.0,89,0.00,0.00,1.8,44,7.9,13.3
2023-08-11T22:00,12.8,89,0.00,0.00,5.0,91,7.9,13.3
2023-08-11T23:00,12.6,93,0.50,0.00,6.8,79,10.1,13.3
2023-08-12T00:00,12.6,96,1.40,0.00,7.9,74,11.2,13.3
2023-08-12T01:00,12.8,94,1.50,0.00,7.6,115,13.3,13.4
2023-08-12T02:00,13.1,93,0.10,0.00,7.9,120,13.3,13.4
2023-08-12T03:00,13.5,89,0.00,0.00,4.3,147,12.6,13.0
2023-08-12T04:00,13.2,87,0.00,0.00,6.8,170,10.1,13.0
2023-08-12T05:00,13.4,87,0.00,0.00,9.7,169,14.0,13.4
2023-08-12T06:00,15.0,85,0.00,0.00,10.8,149,16.9,13.9
2023-08-12T07:00,16.1,80,0.00,0.00,12.6,161,22.0,14.4
2023-08-12T08:00,16.9,75,0.00,0.00,17.3,206,28.4,14.2
2023-08-12T09:00,16.5,80,0.00,0.00,13.7,208,30.2,14.5
2023-08-12T10:00,17.6,71,0.00,0.00,14.0,229,32.8,15.1
2023-08-12T11:00,19.5,67,0.00,0.00,12.6,241,25.2,15.4
2023-08-12T12:00,19.7,66,0.00,0.00,12.6,259,23.0,15.8
2023-08-12T13:00,20.6,72,0.00,0.00,14.0,285,24.1,15.9
2023-08-12T14:00,20.7,73,0.00,0.00,12.6,286,24.1,15.7
2023-08-12T15:00,21.7,71,0.00,0.00,9.4,272,22.0,16.0
2023-08-12T16:00,20.5,74,0.00,0.00,10.1,288,18.4,15.8
2023-08-12T17:00,20.8,72,0.00,0.00,10.4,296,17.6,15.8
2023-08-12T18:00,19.1,72,0.00,0.00,7.9,320,16.9,15.3
2023-08-12T19:00,18.2,75,0.00,0.00,4.7,305,11.5,14.9
2023-08-12T20:00,17.4,82,0.00,0.00,2.2,357,6.8,14.5
2023-08-12T21:00,16.8,88,0.00,0.00,2.5,90,4.7,14.0
2023-08-12T22:00,16.2,88,0.00,0.00,2.5,151,3.6,13.5
2023-08-12T23:00,15.0,87,0.00,0.00,6.8,144,8.6,13.1
2023-08-13T00:00,14.4,85,0.00,0.00,8.6,155,12.2,13.7
2023-08-13T01:00,14.9,80,0.00,0.00,9.7,146,14.4,13.7
2023-08-13T02:00,15.0,75,0.00,0.00,9.4,152,14.4,13.8
2023-08-13T03:00,14.9,73,0.00,0.00,8.3,143,14.0,13.9
2023-08-13T04:00,14.3,72,0.00,0.00,9.4,149,13.7,13.9
2023-08-13T05:00,14.3,72,0.00,0.00,9.4,155,14.8,14.0
2023-08-13T06:00,14.3,70,0.00,0.00,7.9,151,14.4,14.6
2023-08-13T07:00,14.4,73,0.00,0.00,4.3,101,9.0,15.0
2023-08-13T08:00,15.1,66,0.00,0.00,2.2,99,6.8,14.7
2023-08-13T09:00,16.1,65,0.00,0.00,4.7,35,9.4,15.3
2023-08-13T10:00,18.6,64,0.00,0.00,6.1,29,12.6,15.4
2023-08-13T11:00,19.1,62,0.00,0.00,8.3,6,15.5,15.6
2023-08-13T12:00,19.1,63,0.00,0.00,8.3,360,16.2,15.7
2023-08-13T13:00,18.3,69,0.00,0.00,13.3,15,22.7,15.5
2023-08-13T14:00,19.6,72,0.00,0.00,12.6,17,22.0,15.4
2023-08-13T15:00,19.3,75,0.00,0.00,9.4,360,19.8,15.5
2023-08-13T16:00,18.1,78,0.00,0.00,8.3,5,23.0,15.3
2023-08-13T17:00,17.6,81,0.00,0.00,3.6,305,13.3,15.3
2023-08-13T18:00,17.1,83,0.10,0.00,3.6,226,7.2,15.1
2023-08-13T19:00,16.3,91,0.20,0.00,2.5,179,8.3,14.9
2023-08-13T20:00,15.4,96,1.80,0.00,7.6,128,11.9,14.5
2023-08-13T21:00,15.2,94,0.30,0.00,7.9,146,11.9,14.0
2023-08-13T22:00,15.0,96,0.00,0.00,1.8,163,4.7,13.8
2023-08-13T23:00,14.7,94,0.10,0.00,3.6,153,6.1,14.1
2023-08-14T00:00,14.7,93,0.10,0.00,3.6,124,5.8,13.8
2023-08-14T01:00,14.4,92,0.10,0.00,2.9,149,6.1,14.0
2023-08-14T02:00,14.5,90,0.00,0.00,3.6,159,6.5,13.8
2023-08-14T03:00,14.8,90,0.00,0.00,1.1,183,5.0,13.8
2023-08-14T04:00,14.4,88,0.00,0.00,3.2,164,7.9,13.7
2023-08-14T05:00,14.1,88,0.00,0.00,1.8,179,5.0,14.0
2023-08-14T06:00,14.1,89,0.00,0.00,5.0,115,7.9,14.6
2023-08-14T07:00,15.0,82,0.00,0.00,7.6,137,11.9,14.9
2023-08-14T08:00,15.4,76,0.00,0.00,6.8,171,13.7,15.1
2023-08-14T09:00,16.6,72,0.00,0.00,8.3,203,16.6,15.6
2023-08-14T10:00,17.8,69,0.00,0.00,7.9,214,16.2,15.6
2023-08-14T11:00,18.3,71,0.00,0.00,9.7,267,18.7,16.3
2023-08-14T12:00,19.2,74,0.00,0.00,13.3,288,23.4,16.4
2023-08-14T13:00,19.3,73,0.00,0.00,14.0,287,23.4,16.2
2023-08-14T14:00,18.8,72,0.00,0.00,12.2,291,23.8,16.2
2023-08-14T15:00,18.5,78,0.00,0.00,12.6,301,23.0,16.4
2023-08-14T16:00,17.7,81,0.00,0.00,11.2,295,20.5,16.2
2023-08-14T17:00,16.2,83,0.00,0.00,8.3,290,18.0,15.9
2023-08-14T18:00,16.2,85,0.00,0.00,6.5,304,13.7,15.8
2023-08-14T19:00,15.9,89,0.00,0.00,3.2,306,10.8,15.1
2023-08-14T20:00,15.4,94,0.00,0.00,6.1,299,9.4,14.6
2023-08-14T21:00,14.6,97,0.00,0.00,2.9,332,9.4,14.2
2023-08-14T22:00,14.6,99,0.00,0.00,4.0,334,9.7,14.2
2023-08-14T23:00,14.4,99,0.00,0.00,3.2,344,5.8,14.0
2023-08-15T00:00,14.0,98,0.20,0.00,2.9,21,4.7,13.7
2023-08-15T01:00,14.2,99,0.20,0.00,6.1,7,10.1,13.6
2023-08-15T02:00,13.8,98,0.00,0.00,5.8,2,10.1,13.7
2023-08-15T03:00,14.1,97,0.00,0.00,4.7,342,9.0,13.7
2023-08-15T04:00,13.8,96,0.00,0.00,4.3,340,8.6,13.7
2023-08-15T05:00,14.1,95,0.00,0.00,2.9,337,6.8,14.1
2023-08-15T06:00,14.4,92,0.00,0.00,4.3,34,8.6,14.4
2023-08-15T07:00,14.8,88,0.00,0.00,7.6,10,13.7,14.9
2023-08-15T08:00,15.3,87,0.00,0.00,12.2,11,21.2,15.0
2023-08-15T09:00,15.7,85,0.00,0.00,16.2,11,27.7,15.5
2023-08-15T10:00,16.5,85,0.00,0.00,18.7,11,31.7,15.7
2023-08-15T11:00,16.7,86,0.00,0.00,20.5,11,34.2,16.1
2023-08-15T12:00,16.6,86,0.00,0.00,21.2,12,36.0,16.4
2023-08-15T13:00,16.4,87,0.00,0.00,21.2,13,35.6,16.1
2023-08-15T14:00,16.2,87,0.00,0.00,20.9,18,35.6,16.0
2023-08-15T15:00,15.8,88,0.00,0.00,19.1,17,34.2,15.8
2023-08-15T16:00,15.5,87,0.00,0.00,20.2,16,37.1,15.3
2023-08-15T17:00,15.6,89,0.00,0.00,18.0,14,33.1,15.1
2023-08-15T18:00,15.3,90,0.00,0.00,16.6,15,29.2,15.0
2023-08-15T19:00,14.9,92,0.00,0.00,18.0,19,28.8,14.8
2023-08-15T20:00,14.7,92,0.00,0.00,17.6,22,28.8,14.7
2023-08-15T21:00,14.6,93,0.00,0.00,14.4,23,28.1,14.6
2023-08-15T22:00,14.4,91,0.00,0.00,10.8,26,22.7,14.5
2023-08-15T23:00,14.3,92,0.00,0.00,12.2,21,19.4,14.5
2023-08-16T00:00,13.9,92,0.00,0.00,16.2,24,25.6,14.4
2023-08-16T01:00,13.8,92,0.00,0.00,16.2,19,25.9,14.4
2023-08-16T02:00,13.8,91,0.00,0.00,16.2,21,26.6,14.3
2023-08-16T03:00,13.6,92,0.00,0.00,15.5,19,25.6,14.2
2023-08-16T04:00,13.4,91,0.00,0.00,15.1,13,24.1,14.2
2023-08-16T05:00,13.4,91,0.00,0.00,14.4,10,23.8,14.2
2023-08-16T06:00,13.5,91,0.00,0.00,14.0,13,22.7,14.2
2023-08-16T07:00,13.7,89,0.00,0.00,11.2,11,21.2,14.5
2023-08-16T08:00,14.1,88,0.00,0.00,8.3,359,18.0,14.8
2023-08-16T09:00,14.3,90,0.00,0.00,7.9,360,14.4,15.1
2023-08-16T10:00,14.5,89,0.00,0.00,8.6,360,15.1,15.4
2023-08-16T11:00,14.9,87,0.00,0.00,8.3,16,15.5,15.6
2023-08-16T12:00,15.4,85,0.00,0.00,9.4,13,17.3,15.9
2023-08-16T13:00,15.7,80,0.00,0.00,9.4,14,18.4,15.9
2023-08-16T14:00,15.6,83,0.00,0.00,13.7,10,24.1,15.7
2023-08-16T15:00,15.2,85,0.00,0.00,14.0,11,24.5,15.4
2023-08-16T16:00,15.0,88,0.00,0.00,16.9,21,28.1,15.3
2023-08-16T17:00,14.3,88,0.00,0.00,20.2,25,32.4,15.1
2023-08-16T18:00,14.1,88,0.00,0.00,18.0,28,32.4,14.8
2023-08-16T19:00,14.0,88,0.00,0.00,14.8,26,27.7,14.6
2023-08-16T20:00,13.9,92,0.00,0.00,13.0,33,23.4,14.4
2023-08-16T21:00,14.0,92,0.00,0.00,14.8,30,23.4,14.2
2023-08-16T22:00,13.7,93,0.00,0.00,10.1,28,18.4,14.1
2023-08-16T23:00,13.6,94,0.00,0.00,9.4,32,16.2,14.0
2023-08-17T00:00,14.1,92,0.00,0.00,12.2,27,19.4,14.3
2023-08-17T01:00,14.0,92,0.00,0.00,12.2,29,19.4,14.2
2023-08-17T02:00,14.1,91,0.00,0.00,16.9,30,27.0,14.1
2023-08-17T03:00,14.0,89,0.00,0.00,18.0,33,28.4,13.9
2023-08-17T04:00,13.9,88,0.00,0.00,16.2,36,27.4,14.0
2023-08-17T05:00,13.9,88,0.00,0.00,15.1,36,25.6,14.1
2023-08-17T06:00,14.0,87,0.00,0.00,15.5,37,24.8,14.4
2023-08-17T07:00,14.3,85,0.00,0.00,14.0,35,23.0,14.8
2023-08-17T08:00,15.1,82,0.00,0.00,14.8,30,24.8,15.2
2023-08-17T09:00,16.1,79,0.00,0.00,16.9,27,28.8,15.5
2023-08-17T10:00,16.1,77,0.00,0.00,19.1,22,32.0,15.9
2023-08-17T11:00,16.9,78,0.00,0.00,21.6,19,35.6,15.9
2023-08-17T12:00,17.9,78,0.00,0.00,22.7,19,37.8,16.5
2023-08-17T13:00,17.8,76,0.00,0.00,22.7,20,37.4,16.5
2023-08-17T14:00,17.6,77,0.00,0.00,22.0,22,37.4,16.5
2023-08-17T15:00,17.5,77,0.00,0.00,20.2,23,36.0,16.6
2023-08-17T16:00,17.9,76,0.00,0.00,18.0,23,33.1,16.4
2023-08-17T17:00,16.8,78,0.00,0.00,17.3,22,29.5,16.1
2023-08-17T18:00,16.8,80,0.00,0.00,13.0,22,28.1,15.7
2023-08-17T19:00,15.6,82,0.00,0.00,10.1,3,19.1,14.9
2023-08-17T20:00,14.8,84,0.00,0.00,6.8,336,15.8,14.0
2023-08-17T21:00,14.3,87,0.00,0.00,4.0,8,10.8,13.5
2023-08-17T22:00,13.6,89,0.00,0.00,4.0,111,6.5,13.2
2023-08-17T23:00,13.3,85,0.00,0.00,6.1,121,8.3,13.0
2023-08-18T00:00,13.1,83,0.00,0.00,6.5,108,8.3,13.1
2023-08-18T01:00,13.4,81,0.00,0.00,6.8,103,9.4,13.6
2023-08-18T02:00,14.1,79,0.00,0.00,6.8,119,9.7,13.7
2023-08-18T03:00,13.7,77,0.00,0.00,6.8,131,9.4,13.7
2023-08-18T04:00,13.7,79,0.00,0.00,2.9,89,7.2,13.8
2023-08-18T05:00,14.0,83,0.00,0.00,2.5,66,4.3,14.0
2023-08-18T06:00,15.0,80,0.00,0.00,2.5,26,3.6,14.7
2023-08-18T07:00,16.1,80,0.00,0.00,0.7,240,5.0,15.2
2023-08-18T08:00,17.0,71,0.00,0.00,2.2,3,5.8,15.8
2023-08-18T09:00,18.8,65,0.00,0.00,4.0,357,9.4,16.6
2023-08-18T10:00,18.7,63,0.00,0.00,7.2,5,14.0,17.1
2023-08-18T11:00,19.5,65,0.00,0.00,10.4,2,19.1,17.4
2023-08-18T12:00,20.0,66,0.00,0.00,9.7,356,19.8,16.9
2023-08-18T13:00,20.1,71,0.00,0.00,12.2,352,22.3,17.0
2023-08-18T14:00,20.0,70,0.00,0.00,11.5,356,21.6,16.8
2023-08-18T15:00,20.3,71,0.00,0.00,11.9,6,21.2,16.9
2023-08-18T16:00,19.8,71,0.00,0.00,11.2,3,20.9,16.7
2023-08-18T17:00,19.7,76,0.00,0.00,9.4,346,18.7,16.4
2023-08-18T18:00,18.9,79,0.00,0.00,6.8,331,15.8,15.9
2023-08-18T19:00,17.3,83,0.00,0.00,4.3,321,11.5,15.0
2023-08-18T20:00,16.0,86,0.00,0.00,4.3,49,6.8,14.1
2023-08-18T21:00,15.5,87,0.00,0.00,6.1,56,8.3,13.8
2023-08-18T22:00,14.5,87,0.00,0.00,6.1,75,9.0,14.1
2023-08-18T23:00,13.7,85,0.00,0.00,7.6,89,10.1,14.2
2023-08-19T00:00,14.6,72,0.00,0.00,9.0,137,12.2,14.1
2023-08-19T01:00,14.9,65,0.00,0.00,10.1,148,14.4,14.1
2023-08-19T02:00,15.5,65,0.00,0.00,9.4,146,14.8,14.1
2023-08-19T03:00,15.6,64,0.00,0.00,9.4,143,13.3,13.9
2023-08-19T04:00,15.4,62,0.00,0.00,11.2,156,16.2,13.8
2023-08-19T05:00,16.2,60,0.00,0.00,12.6,158,19.1,14.0
2023-08-19T06:00,16.7,59,0.00,0.00,13.0,153,20.2,14.6
2023-08-19T07:00,18.1,58,0.00,0.00,14.0,150,21.6,15.6
2023-08-19T08:00,19.6,55,0.00,0.00,13.7,146,22.7,16.3
2023-08-19T09:00,21.1,53,0.00,0.00,11.5,130,21.2,17.2
2023-08-19T10:00,22.0,50,0.00,0.00,7.2,109,15.5,18.0
2023-08-19T11:00,22.4,54,0.00,0.00,9.7,36,16.6,18.5
2023-08-19T12:00,23.5,57,0.00,0.00,10.4,25,18.0,19.1
2023-08-19T13:00,24.5,61,0.00,0.00,10.4,25,18.4,19.2
2023-08-19T14:00,24.7,64,0.00,0.00,12.2,27,19.8,19.5
2023-08-19T15:00,25.8,63,0.00,0.00,8.6,44,19.4,19.7
2023-08-19T16:00,24.7,64,0.00,0.00,6.1,57,13.7,19.3
2023-08-19T17:00,23.1,64,0.00,0.00,5.0,106,10.1,18.5
2023-08-19T18:00,22.2,63,0.00,0.00,8.3,151,12.6,17.7
2023-08-19T19:00,21.7,72,0.00,0.00,16.9,153,27.0,17.2
2023-08-19T20:00,20.6,78,0.00,0.00,15.1,150,25.9,16.7
2023-08-19T21:00,18.6,85,0.10,0.00,14.0,151,23.8,16.4
2023-08-19T22:00,18.2,71,0.00,0.00,13.3,140,20.2,16.2
2023-08-19T23:00,18.0,68,0.00,0.00,15.5,147,23.8,16.1
2023-08-20T00:00,17.9,85,1.60,0.00,6.5,154,24.1,16.4
2023-08-20T01:00,18.1,76,0.00,0.00,7.9,149,17.3,16.3
2023-08-20T02:00,18.0,71,0.00,0.00,10.4,165,16.2,16.1
2023-08-20T03:00,18.1,71,0.00,0.00,5.8,163,15.8,16.0
2023-08-20T04:00,18.0,72,0.00,0.00,5.4,135,11.9,15.9
2023-08-20T05:00,18.1,73,0.00,0.00,3.2,78,7.6,15.9
2023-08-20T06:00,18.5,73,0.00,0.00,2.2,334,4.7,16.2
2023-08-20T07:00,18.1,76,0.00,0.00,3.2,317,4.7,16.5
2023-08-20T08:00,18.2,79,0.00,0.00,5.4,318,8.6,16.8
2023-08-20T09:00,19.0,79,0.00,0.00,5.8,333,14.0,17.7
2023-08-20T10:00,20.4,76,0.00,0.00,6.5,312,13.3,18.1
2023-08-20T11:00,20.9,84,0.00,0.00,11.5,301,21.2,18.3
2023-08-20T12:00,21.6,80,0.00,0.00,9.7,317,20.2,18.6
2023-08-20T13:00,19.9,80,0.00,0.00,11.2,298,19.4,18.7
2023-08-20T14:00,20.1,79,0.00,0.00,11.5,312,20.5,18.7
2023-08-20T15:00,19.7,73,0.00,0.00,13.7,260,23.8,18.4
2023-08-20T16:00,20.5,75,0.00,0.00,10.1,287,25.2,18.2
2023-08-20T17:00,19.5,78,0.00,0.00,9.4,313,16.9,17.8
2023-08-20T18:00,18.9,80,0.00,0.00,6.8,9,14.8,17.3
2023-08-20T19:00,18.4,83,0.00,0.00,7.6,352,11.9,16.5
2023-08-20T20:00,17.4,86,0.00,0.00,5.8,12,11.5,16.0
2023-08-20T21:00,16.5,87,0.00,0.00,2.2,352,8.6,15.6
2023-08-20T22:00,15.8,87,0.00,0.00,1.8,80,4.0,15.3
2023-08-20T23:00,15.4,87,0.00,0.00,1.8,152,4.3,15.4
2023-08-21T00:00,15.3,83,0.00,0.00,3.2,107,4.7,15.1
