latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
65.95256,12.476944,14.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-08-10T05:00,13.9,63,0.00,0.00,9.4,149,27.7,14.5
2023-08-10T06:00,16.7,60,0.00,0.00,5.4,153,18.7,15.3
2023-08-10T07:00,16.3,57,0.00,0.00,3.2,142,13.0,16.1
2023-08-10T08:00,18.3,54,0.00,0.00,5.0,144,15.5,16.8
2023-08-10T09:00,18.9,51,0.00,0.00,4.7,130,15.5,17.6
2023-08-10T10:00,18.4,48,0.00,0.00,4.3,176,15.8,18.0
2023-08-10T11:00,19.9,50,0.00,0.00,6.1,301,17.3,17.9
2023-08-10T12:00,19.9,52,0.00,0.00,10.1,261,22.3,18.5
2023-08-10T13:00,14.9,57,0.00,0.00,8.3,237,29.2,18.5
2023-08-10T14:00,16.8,57,0.00,0.00,6.5,337,18.4,18.3
2023-08-10T15:00,18.1,56,0.00,0.00,7.9,18,18.4,18.0
2023-08-10T16:00,18.8,55,0.00,0.00,8.6,336,18.7,17.8
2023-08-10T17:00,17.6,59,0.00,0.00,3.6,22,17.3,17.3
2023-08-10T18:00,17.8,65,0.00,0.00,1.8,170,15.1,16.5
2023-08-10T19:00,16.4,67,0.00,0.00,3.6,113,6.5,15.6
2023-08-10T20:00,17.2,64,0.00,0.00,7.9,147,14.0,14.5
2023-08-10T21:00,17.3,64,0.00,0.00,12.6,136,23.8,14.0
2023-08-10T22:00,15.2,66,0.00,0.00,12.6,153,23.4,14.2
2023-08-10T23:00,14.7,65,0.00,0.00,12.6,165,23.8,14.0
2023-08-11T00:00,13.3,73,0.00,0.00,12.6,180,25.9,13.5
2023-08-11T01:00,12.8,81,0.00,0.00,10.8,174,24.5,13.4
2023-08-11T02:00,11.8,84,0.00,0.00,6.8,176,19.8,13.3
2023-08-11T03:00,11.7,85,0.00,0.00,4.0,215,12.6,13.2
2023-08-11T04:00,12.2,91,0.00,0.00,3.6,353,7.9,13.5
2023-08-11T05:00,12.7,90,0.00,0.00,3.2,347,7.6,14.0
2023-08-11T06:00,14.8,84,0.00,0.00,4.0,2,7.9,14.6
2023-08-11T07:00,14.8,76,0.00,0.00,5.4,14,11.9,15.2
2023-08-11T08:00,18.4,73,0.00,0.00,5.4,9,11.9,15.5
2023-08-11T09:00,17.2,70,0.00,0.00,5.0,4,13.0,16.6
2023-08-11T10:00,18.7,69,0.00,0.00,5.0,32,13.0,16.3
2023-08-11T11:00,17.4,68,0.00,0.00,3.2,63,11.5,16.2
2023-08-11T12:00,16.9,67,0.00,0.00,3.6,353,10.1,16.0
2023-08-11T13:00,18.2,62,0.00,0.00,5.4,315,14.0,16.1
2023-08-11T14:00,16.9,75,0.10,0.00,10.4,226,23.4,16.0
2023-08-11T15:00,16.3,89,0.60,0.00,6.5,237,19.4,16.5
2023-08-11T16:00,16.2,76,0.00,0.00,3.2,241,17.3,16.1
2023-08-11T17:00,16.1,89,1.10,0.00,1.1,6,7.6,15.7
2023-08-11T18:00,14.3,96,0.80,0.00,0.7,232,3.6,15.0
2023-08-11T19:00,13.9,82,0.10,0.00,6.8,225,14.0,14.5
2023-08-11T20:00,13.3,87,0.00,0.00,4.3,236,12.2,14.1
2023-08-11T21:00,12.8,90,0.00,0.00,4.0,222,7.9,14.0
2023-08-11T22:00,12.6,89,0.00,0.00,5.0,216,9.4,13.9
2023-08-11T23:00,12.6,91,0.00,0.00,3.2,258,8.6,13.6
2023-08-12T00:00,12.3,95,0.00,0.00,1.8,14,5.8,13.4
2023-08-12T01:00,12.4,94,0.00,0.00,3.2,12,6.1,13.1
2023-08-12T02:00,12.0,93,0.00,0.00,3.2,14,6.5,13.0
2023-08-12T03:00,11.8,93,0.00,0.00,4.0,33,7.2,12.6
2023-08-12T04:00,13.5,89,0.00,0.00,4.3,30,8.3,13.0
2023-08-12T05:00,14.6,82,0.00,0.00,5.0,18,10.1,14.2
2023-08-12T06:00,15.5,78,0.00,0.00,5.8,8,11.5,14.5
2023-08-12T07:00,16.8,70,0.00,0.00,3.2,335,11.9,15.6
2023-08-12T08:00,18.6,67,0.00,0.00,5.4,313,14.4,16.4
2023-08-12T09:00,17.0,67,0.00,0.00,6.1,314,15.5,15.6
2023-08-12T10:00,17.7,70,0.00,0.00,9.0,246,18.4,15.0
2023-08-12T11:00,16.7,74,0.00,0.00,7.9,222,20.5,15.1
2023-08-12T12:00,14.7,79,0.10,0.00,13.7,212,25.9,14.7
2023-08-12T13:00,15.9,79,0.00,0.00,13.0,202,25.6,14.9
2023-08-12T14:00,15.1,85,0.00,0.00,15.1,201,29.5,15.1
2023-08-12T15:00,14.3,89,0.00,0.00,15.5,203,29.9,14.7
2023-08-12T16:00,13.2,90,0.20,0.00,12.2,203,24.8,14.7
2023-08-12T17:00,13.9,94,0.20,0.00,12.6,202,23.8,14.4
2023-08-12T18:00,13.6,95,0.20,0.00,10.1,197,23.4,14.1
2023-08-12T19:00,13.4,91,0.10,0.00,9.0,197,20.9,14.0
2023-08-12T20:00,13.9,91,0.10,0.00,6.8,213,17.3,13.9
2023-08-12T21:00,14.6,94,0.10,0.00,8.3,194,15.8,13.9
2023-08-12T22:00,14.3,91,0.00,0.00,7.6,182,15.8,13.8
2023-08-12T23:00,15.0,87,0.00,0.00,10.4,176,20.5,13.8
2023-08-13T00:00,14.6,85,0.00,0.00,11.2,178,20.9,13.9
2023-08-13T01:00,14.0,89,0.00,0.00,14.8,187,27.4,13.8
2023-08-13T02:00,14.3,90,0.00,0.00,14.4,186,27.7,13.5
2023-08-13T03:00,14.4,92,0.00,0.00,13.0,191,27.0,13.4
2023-08-13T04:00,13.9,92,0.00,0.00,10.8,197,24.5,13.6
2023-08-13T05:00,14.3,88,0.00,0.00,8.3,192,20.5,14.3
2023-08-13T06:00,15.2,80,0.00,0.00,6.1,215,15.8,15.0
2023-08-13T07:00,16.0,82,0.00,0.00,6.1,353,14.8,15.5
2023-08-13T08:00,17.5,81,0.00,0.00,6.1,351,15.1,15.8
2023-08-13T09:00,18.4,75,0.00,0.00,6.8,353,15.5,16.4
2023-08-13T10:00,19.4,72,0.00,0.00,7.2,346,16.9,17.0
2023-08-13T11:00,19.8,67,0.00,0.00,7.2,349,17.3,17.3
2023-08-13T12:00,20.7,63,0.00,0.00,7.9,354,17.6,17.6
2023-08-13T13:00,20.7,63,0.00,0.00,10.8,24,23.0,17.5
2023-08-13T14:00,20.1,65,0.00,0.00,13.0,41,25.6,17.4
2023-08-13T15:00,21.3,67,0.00,0.00,6.1,58,25.2,17.1
2023-08-13T16:00,20.9,88,0.90,0.00,7.2,39,19.8,16.5
2023-08-13T17:00,20.5,78,0.10,0.00,10.1,61,20.9,16.1
2023-08-13T18:00,19.4,73,0.00,0.00,10.1,79,20.2,15.7
2023-08-13T19:00,18.8,71,0.00,0.00,5.8,60,12.2,15.1
2023-08-13T20:00,17.5,68,0.00,0.00,5.4,113,10.8,14.5
2023-08-13T21:00,15.8,70,0.00,0.00,9.0,129,16.2,14.2
2023-08-13T22:00,15.6,70,0.00,0.00,11.2,133,20.9,14.0
2023-08-13T23:00,13.6,70,0.00,0.00,12.2,134,23.4,13.7
2023-08-14T00:00,12.1,71,0.00,0.00,10.8,133,23.8,13.4
2023-08-14T01:00,11.8,72,0.00,0.00,7.9,112,21.2,13.3
2023-08-14T02:00,12.2,73,0.00,0.00,6.1,105,15.1,13.2
2023-08-14T03:00,11.4,73,0.00,0.00,5.8,86,11.5,13.1
2023-08-14T04:00,11.8,74,0.00,0.00,6.1,91,11.2,13.5
2023-08-14T05:00,15.2,72,0.00,0.00,5.8,93,11.9,14.1
2023-08-14T06:00,15.9,72,0.00,0.00,4.3,330,11.2,15.2
2023-08-14T07:00,16.9,65,0.00,0.00,10.4,194,20.2,15.2
2023-08-14T08:00,18.1,72,0.00,0.00,17.6,208,33.8,15.4
2023-08-14T09:00,15.5,84,0.00,0.00,23.0,202,43.6,15.3
2023-08-14T10:00,14.8,85,0.00,0.00,25.2,197,47.9,15.5
2023-08-14T11:00,14.7,93,0.20,0.00,25.2,195,48.2,15.1
2023-08-14T12:00,15.3,98,2.20,0.00,24.8,196,46.4,15.0
2023-08-14T13:00,14.9,93,0.60,0.00,24.1,196,48.2,15.0
2023-08-14T14:00,15.3,90,0.00,0.00,21.2,198,43.9,15.1
2023-08-14T15:00,15.5,89,0.00,0.00,18.0,196,39.6,15.0
2023-08-14T16:00,15.1,89,0.00,0.00,22.3,200,41.8,15.1
2023-08-14T17:00,15.1,92,0.00,0.00,20.2,204,41.4,14.8
2023-08-14T18:00,14.7,92,0.00,0.00,16.6,198,36.7,14.5
2023-08-14T19:00,14.5,91,0.00,0.00,16.6,199,30.6,14.2
2023-08-14T20:00,14.7,90,0.00,0.00,13.0,194,30.2,14.0
2023-08-14T21:00,15.0,88,0.00,0.00,13.7,183,25.6,13.8
2023-08-14T22:00,14.6,86,0.00,0.00,13.0,170,25.6,13.7
2023-08-14T23:00,14.4,84,0.00,0.00,15.8,180,29.5,13.7
2023-08-15T00:00,14.7,88,0.00,0.00,16.2,197,31.3,13.6
2023-08-15T01:00,14.4,87,0.00,0.00,16.9,197,31.0,13.7
2023-08-15T02:00,14.1,87,0.00,0.00,16.9,189,32.4,13.6
2023-08-15T03:00,14.3,87,0.00,0.00,17.3,189,32.4,13.6
2023-08-15T04:00,14.0,87,0.00,0.00,16.2,184,32.0,13.7
2023-08-15T05:00,13.9,86,0.00,0.00,16.2,189,30.2,13.9
2023-08-15T06:00,14.2,84,0.00,0.00,15.8,186,30.6,14.5
2023-08-15T07:00,14.7,87,0.00,0.00,17.3,196,32.8,14.8
2023-08-15T08:00,15.1,85,0.00,0.00,15.1,189,31.7,15.5
2023-08-15T09:00,15.9,82,0.00,0.00,13.0,199,29.2,16.1
2023-08-15T10:00,16.7,79,0.00,0.00,10.4,201,26.6,16.6
2023-08-15T11:00,16.4,77,0.00,0.00,8.6,229,22.7,16.9
2023-08-15T12:00,17.5,74,0.00,0.00,7.6,251,19.8,16.8
2023-08-15T13:00,16.5,73,0.00,0.00,6.8,332,18.0,16.8
2023-08-15T14:00,16.2,71,0.00,0.00,7.6,355,17.3,16.8
2023-08-15T15:00,17.3,71,0.00,0.00,9.4,13,19.1,16.8
2023-08-15T16:00,16.7,73,0.00,0.00,13.7,41,27.0,16.3
2023-08-15T17:00,16.5,75,0.00,0.00,13.7,36,27.0,15.7
2023-08-15T18:00,16.4,77,0.00,0.00,12.6,34,25.6,15.1
2023-08-15T19:00,15.3,79,0.00,0.00,13.3,39,24.1,14.4
2023-08-15T20:00,14.4,80,0.00,0.00,11.9,41,23.8,14.0
2023-08-15T21:00,14.1,81,0.00,0.00,10.8,41,21.2,13.9
2023-08-15T22:00,13.9,81,0.00,0.00,10.1,46,19.1,13.8
2023-08-15T23:00,14.1,79,0.00,0.00,9.0,48,18.0,13.7
2023-08-16T00:00,14.2,78,0.00,0.00,7.2,52,15.5,13.9
2023-08-16T01:00,14.0,83,0.00,0.00,8.6,45,15.1,13.9
2023-08-16T02:00,14.0,81,0.00,0.00,8.6,49,16.2,13.9
2023-08-16T03:00,13.8,81,0.00,0.00,6.8,40,15.1,13.8
2023-08-16T04:00,14.5,82,0.00,0.00,7.2,46,13.0,13.8
2023-08-16T05:00,14.1,82,0.00,0.00,7.2,36,13.3,14.1
2023-08-16T06:00,14.3,81,0.00,0.00,7.2,26,14.4,14.3
2023-08-16T07:00,14.7,80,0.00,0.00,9.0,22,18.7,14.7
2023-08-16T08:00,15.0,82,0.00,0.00,11.2,7,22.3,14.9
2023-08-16T09:00,15.1,82,0.00,0.00,14.8,359,28.4,15.0
2023-08-16T10:00,14.9,85,0.00,0.00,17.6,358,34.6,14.9
2023-08-16T11:00,15.2,82,0.00,0.00,15.1,353,32.8,15.1
2023-08-16T12:00,15.7,81,0.00,0.00,13.3,354,28.8,15.3
2023-08-16T13:00,14.6,82,0.00,0.00,13.0,329,25.2,14.9
2023-08-16T14:00,14.0,83,0.00,0.00,15.5,328,28.4,15.1
2023-08-16T15:00,13.8,84,0.00,0.00,16.6,334,31.7,14.6
2023-08-16T16:00,13.7,84,0.00,0.00,11.5,334,27.7,14.3
2023-08-16T17:00,13.2,87,0.00,0.00,13.0,327,23.4,14.1
2023-08-16T18:00,12.6,90,0.00,0.00,14.0,326,25.2,13.9
2023-08-16T19:00,12.6,88,0.00,0.00,15.5,336,29.2,13.7
2023-08-16T20:00,12.2,87,0.00,0.00,13.0,335,27.4,13.6
2023-08-16T21:00,12.0,88,0.00,0.00,12.6,328,23.0,13.3
2023-08-16T22:00,11.7,89,0.10,0.00,13.0,331,22.7,13.3
2023-08-16T23:00,11.7,86,0.00,0.00,12.6,335,23.4,13.1
2023-08-17T00:00,11.8,87,0.00,0.00,12.6,332,22.7,13.0
2023-08-17T01:00,11.1,87,0.00,0.00,12.6,342,23.4,12.9
2023-08-17T02:00,10.8,84,0.00,0.00,12.2,351,23.0,12.8
2023-08-17T03:00,10.5,81,0.00,0.00,9.4,351,21.6,12.3
2023-08-17T04:00,10.6,81,0.00,0.00,5.8,6,15.5,12.3
2023-08-17T05:00,11.0,83,0.00,0.00,4.0,23,10.1,12.9
2023-08-17T06:00,11.2,82,0.00,0.00,3.6,7,7.6,13.4
2023-08-17T07:00,11.7,83,0.00,0.00,4.7,90,9.7,13.6
2023-08-17T08:00,12.7,79,0.00,0.00,5.0,81,11.9,14.1
2023-08-17T09:00,13.4,73,0.00,0.00,5.4,17,14.0,14.9
2023-08-17T10:00,13.2,67,0.00,0.00,5.8,349,16.6,15.2
2023-08-17T11:00,13.1,65,0.00,0.00,6.1,343,15.8,15.1
2023-08-17T12:00,12.6,66,0.00,0.00,8.3,347,18.7,15.0
2023-08-17T13:00,13.7,62,0.00,0.00,7.6,332,18.7,15.0
2023-08-17T14:00,13.3,64,0.00,0.00,10.8,325,22.7,14.9
2023-08-17T15:00,13.0,65,0.00,0.00,11.5,330,23.8,14.6
2023-08-17T16:00,13.2,64,0.00,0.00,11.2,340,22.7,14.4
2023-08-17T17:00,12.8,64,0.00,0.00,10.8,9,22.7,13.9
2023-08-17T18:00,12.2,68,0.00,0.00,11.5,23,21.6,13.3
2023-08-17T19:00,11.6,76,0.00,0.00,8.6,56,18.7,12.6
2023-08-17T20:00,11.5,79,0.00,0.00,8.6,72,15.8,12.2
2023-08-17T21:00,11.3,80,0.00,0.00,8.3,71,15.8,11.7
2023-08-17T22:00,11.0,80,0.00,0.00,7.6,63,15.8,11.6
2023-08-17T23:00,9.9,80,0.00,0.00,7.9,48,13.7,11.5
2023-08-18T00:00,9.8,81,0.00,0.00,8.6,53,15.1,11.2
2023-08-18T01:00,10.5,82,0.00,0.00,8.3,47,14.8,11.1
2023-08-18T02:00,10.5,82,0.00,0.00,8.6,45,15.5,11.0
2023-08-18T03:00,9.2,82,0.00,0.00,9.4,40,16.9,10.8
2023-08-18T04:00,7.9,80,0.00,0.00,9.7,42,17.6,11.1
2023-08-18T05:00,10.2,76,0.00,0.00,9.7,31,18.4,11.9
2023-08-18T06:00,11.6,70,0.00,0.00,9.7,26,18.7,12.7
2023-08-18T07:00,12.4,65,0.00,0.00,10.1,22,19.8,13.7
2023-08-18T08:00,14.0,61,0.00,0.00,8.6,10,19.4,14.3
2023-08-18T09:00,14.5,60,0.00,0.00,11.2,16,23.0,15.3
2023-08-18T10:00,15.0,59,0.00,0.00,12.2,18,25.6,15.8
2023-08-18T11:00,15.9,57,0.00,0.00,12.2,21,25.9,16.3
2023-08-18T12:00,17.1,56,0.00,0.00,13.0,27,26.6,16.3
2023-08-18T13:00,17.4,55,0.00,0.00,13.7,30,27.0,16.4
2023-08-18T14:00,17.9,55,0.00,0.00,14.0,33,27.4,16.4
2023-08-18T15:00,17.9,57,0.00,0.00,14.0,36,27.4,16.0
2023-08-18T16:00,17.3,60,0.00,0.00,13.7,38,27.7,15.6
2023-08-18T17:00,16.4,62,0.00,0.00,13.0,41,25.6,15.0
2023-08-18T18:00,15.3,66,0.00,0.00,11.2,42,23.8,14.4
2023-08-18T19:00,14.5,68,0.00,0.00,10.4,43,19.1,13.6
2023-08-18T20:00,13.1,66,0.00,0.00,10.1,52,18.4,13.1
2023-08-18T21:00,13.5,66,0.00,0.00,9.4,51,16.9,12.7
2023-08-18T22:00,13.6,66,0.00,0.00,9.0,58,17.6,12.5
2023-08-18T23:00,12.9,66,0.00,0.00,8.6,62,15.8,12.1
2023-08-19T00:00,12.1,66,0.00,0.00,7.9,70,15.5,11.8
2023-08-19T01:00,11.4,66,0.00,0.00,6.1,57,13.0,11.6
2023-08-19T02:00,11.1,68,0.00,0.00,5.8,63,11.2,11.4
2023-08-19T03:00,10.8,69,0.00,0.00,6.1,63,10.8,11.1
2023-08-19T04:00,11.4,73,0.00,0.00,7.2,53,11.9,11.5
2023-08-19T05:00,13.1,70,0.00,0.00,5.8,78,11.9,12.7
2023-08-19T06:00,16.1,67,0.00,0.00,5.0,40,10.4,14.0
2023-08-19T07:00,17.6,66,0.00,0.00,4.3,25,10.1,15.0
2023-08-19T08:00,19.4,65,0.00,0.00,5.0,0,10.8,15.7
2023-08-19T09:00,19.9,59,0.00,0.00,6.1,353,13.7,16.8
2023-08-19T10:00,21.1,55,0.00,0.00,6.8,359,15.8,17.2
2023-08-19T11:00,20.6,53,0.00,0.00,6.1,353,16.2,17.6
2023-08-19T12:00,21.4,51,0.00,0.00,5.8,344,14.4,18.1
2023-08-19T13:00,21.9,52,0.00,0.00,6.1,359,14.4,18.2
2023-08-19T14:00,21.1,52,0.00,0.00,7.2,8,15.8,18.2
2023-08-19T15:00,22.2,54,0.00,0.00,12.2,39,24.1,17.9
2023-08-19T16:00,21.3,56,0.00,0.00,13.3,41,25.9,17.3
2023-08-19T17:00,20.6,60,0.00,0.00,11.5,38,24.8,16.6
2023-08-19T18:00,19.8,61,0.00,0.00,10.8,42,20.9,15.7
2023-08-19T19:00,17.1,61,0.00,0.00,8.3,53,18.4,14.6
2023-08-19T20:00,15.5,57,0.00,0.00,7.9,135,15.8,13.9
2023-08-19T21:00,13.7,54,0.00,0.00,12.6,149,22.3,13.5
2023-08-19T22:00,13.5,50,0.00,0.00,14.0,141,26.3,13.2
2023-08-19T23:00,18.1,48,0.00,0.00,14.0,132,28.1,13.0
2023-08-20T00:00,15.4,49,0.00,0.00,13.0,133,28.1,13.1
2023-08-20T01:00,18.2,52,0.00,0.00,14.8,122,28.8,13.0
2023-08-20T02:00,15.6,52,0.00,0.00,13.7,117,29.2,13.0
2023-08-20T03:00,18.9,51,0.00,0.00,18.7,122,37.8,13.0
2023-08-20T04:00,19.2,51,0.00,0.00,25.6,124,49.0,13.3
2023-08-20T05:00,19.1,50,0.00,0.00,24.5,124,49.7,13.7
2023-08-20T06:00,19.1,50,0.00,0.00,24.8,127,47.9,14.0
2023-08-20T07:00,19.1,49,0.00,0.00,24.1,122,46.8,14.6
2023-08-20T08:00,21.6,49,0.00,0.00,22.0,123,47.5,15.1
2023-08-20T09:00,22.4,48,0.00,0.00,17.6,132,43.6,16.6
2023-08-20T10:00,22.0,48,0.00,0.00,9.0,181,29.5,16.1
2023-08-20T11:00,21.2,50,0.00,0.00,10.1,210,24.8,16.6
2023-08-20T12:00,21.4,55,0.00,0.00,5.8,198,19.4,16.3
2023-08-20T13:00,18.5,54,0.00,0.00,12.6,178,24.5,15.9
2023-08-20T14:00,20.5,57,0.00,0.00,13.7,170,26.3,15.6
2023-08-20T15:00,18.7,60,0.00,0.00,10.4,189,28.1,14.9
2023-08-20T16:00,16.5,67,0.00,0.00,11.2,209,28.8,14.5
2023-08-20T17:00,15.7,84,0.30,0.00,11.2,204,26.3,14.3
2023-08-20T18:00,15.1,92,0.30,0.00,8.3,195,21.6,14.1
2023-08-20T19:00,15.1,94,0.20,0.00,11.5,178,24.1,14.0
2023-08-20T20:00,14.7,95,0.40,0.00,11.9,183,22.7,13.9
2023-08-20T21:00,14.5,97,1.00,0.00,11.2,190,22.7,13.8
2023-08-20T22:00,14.3,94,1.80,0.00,10.8,180,20.9,13.8
2023-08-20T23:00,14.2,96,1.10,0.00,8.3,201,20.5,13.7
2023-08-21T00:00,14.3,98,1.20,0.00,11.2,195,20.5,13.7
2023-08-21T01:00,14.2,100,0.80,0.00,14.8,194,27.7,13.7
2023-08-21T02:00,14.7,100,0.80,0.00,13.0,195,27.4,13.7
2023-08-21T03:00,14.1,100,0.00,0.00,11.5,207,23.4,13.6
2023-08-21T04:00,13.6,100,0.00,0.00,9.7,211,20.2,13.6
2023-08-21T05:00,13.4,100,0.00,0.00,7.9,211,18.0,13.6
2023-08-21T06:00,13.4,100,0.00,0.00,7.9,196,15.1,13.6
2023-08-21T07:00,14.2,100,0.00,0.00,6.5,196,13.3,13.7
2023-08-21T08:00,14.0,100,0.10,0.00,6.1,198,12.2,14.1
2023-08-21T09:00,14.7,100,0.10,0.00,4.3,190,11.5,14.7
2023-08-21T10:00,15.5,100,0.00,0.00,2.5,223,6.5,14.9
2023-08-21T11:00,15.3,100,0.00,0.00,4.0,283,9.0,14.8
2023-08-21T12:00,16.6,100,0.00,0.00,5.8,342,11.2,14.8
2023-08-21T13:00,17.3,97,0.00,0.00,4.0,357,12.6,15.0
2023-08-21T14:00,16.8,93,0.00,0.00,5.8,310,12.6,14.8
2023-08-21T15:00,16.7,97,0.00,0.00,10.1,323,19.4,15.1
2023-08-21T16:00,16.1,98,0.00,0.00,10.1,342,21.2,15.1
2023-08-21T17:00,15.2,96,0.00,0.00,8.3,10,18.4,14.7
2023-08-21T18:00,14.4,96,0.00,0.00,6.5,24,15.8,14.1
2023-08-21T19:00,13.5,95,0.00,0.00,6.1,4,12.2,13.6
2023-08-21T20:00,13.2,95,0.00,0.00,8.3,29,15.1,13.3
2023-08-21T21:00,13.1,97,0.00,0.00,9.0,33,16.9,13.4
2023-08-21T22:00,12.6,95,0.00,0.00,8.3,48,16.6,13.1
2023-08-21T23:00,12.8,95,0.00,0.00,7.6,38,15.5,13.1
2023-08-22T00:00,12.9,95,0.00,0.00,7.9,41,14.0,13.2
2023-08-22T01:00,12.8,97,0.00,0.00,6.1,21,11.5,12.8
2023-08-22T02:00,13.3,96,0.00,0.00,7.9,65,14.8,12.9
2023-08-22T03:00,13.2,96,0.00,0.00,6.1,28,14.8,13.0
2023-08-22T04:00,13.2,97,0.00,0.00,5.4,38,11.2,12.8
2023-08-22T05:00,13.3,94,0.00,0.00,8.6,41,16.6,13.4
2023-08-22T06:00,14.3,90,0.00,0.00,9.0,40,18.0,13.9
2023-08-22T07:00,14.2,84,0.00,0.00,6.5,27,16.9,14.4
2023-08-22T08:00,15.3,85,0.00,0.00,6.5,7,16.2,15.0
2023-08-22T09:00,15.8,86,0.00,0.00,8.6,317,18.4,15.3
2023-08-22T10:00,16.0,92,0.00,0.00,6.8,320,15.8,15.6
2023-08-22T11:00,15.2,93,0.00,0.00,7.2,327,14.8,15.8
2023-08-22T12:00,16.2,94,0.00,0.00,8.3,333,15.8,16.0
2023-08-22T13:00,15.8,89,0.00,0.00,6.8,12,14.8,15.8
2023-08-22T14:00,15.9,86,0.00,0.00,9.0,16,18.4,15.7
2023-08-22T15:00,15.5,84,0.00,0.00,8.6,4,18.4,15.6
2023-08-22T16:00,15.5,87,0.00,0.00,9.4,17,19.1,15.1
2023-08-22T17:00,15.1,88,0.00,0.00,9.4,24,18.4,14.4
2023-08-22T18:00,14.9,90,0.00,0.00,7.9,24,17.6,13.8
2023-08-22T19:00,13.9,93,0.00,0.00,7.9,46,15.8,13.1
2023-08-22T20:00,14.0,93,0.00,0.00,8.3,66,15.5,12.8
2023-08-22T21:00,14.0,93,0.00,0.00,7.9,61,15.5,12.3
2023-08-22T22:00,14.0,97,0.00,0.00,8.3,58,15.5,11.9
2023-08-22T23:00,13.7,97,0.00,0.00,6.5,44,15.5,11.9
2023-08-23T00:00,13.4,96,0.00,0.00,4.0,36,11.5,11.9
2023-08-23T01:00,13.1,96,0.00,0.00,2.9,13,7.9,11.8
2023-08-23T02:00,13.1,96,0.00,0.00,5.0,34,9.0,11.7
2023-08-23T03:00,13.0,95,0.00,0.00,6.5,45,11.9,11.6
2023-08-23T04:00,13.2,95,0.00,0.00,7.2,46,13.0,11.6
2023-08-23T05:00,13.4,93,0.00,0.00,8.3,41,15.5,12.3
2023-08-23T06:00,13.5,92,0.00,0.00,8.3,30,16.2,13.0
2023-08-23T07:00,13.8,89,0.00,0.00,10.4,33,20.9,13.6
2023-08-23T08:00,14.6,86,0.00,0.00,11.5,34,23.4,14.4
2023-08-23T09:00,14.7,82,0.00,0.00,12.6,29,25.9,14.9
2023-08-23T10:00,15.5,79,0.00,0.00,12.6,28,25.9,15.3
2023-08-23T11:00,16.6,77,0.00,0.00,12.2,29,26.3,15.4
2023-08-23T12:00,17.2,75,0.00,0.00,11.5,25,25.6,16.4
2023-08-23T13:00,17.7,75,0.00,0.00,12.6,29,26.3,16.3
2023-08-23T14:00,17.3,76,0.00,0.00,12.2,33,26.3,16.0
2023-08-23T15:00,16.5,77,0.00,0.00,13.0,36,26.3,15.6
2023-08-23T16:00,15.7,79,0.00,0.00,14.0,38,27.4,15.2
2023-08-23T17:00,15.5,83,0.00,0.00,14.8,45,27.7,14.5
2023-08-23T18:00,14.6,86,0.00,0.00,13.3,43,27.4,13.8
2023-08-23T19:00,13.4,88,0.00,0.00,10.4,39,23.8,13.2
2023-08-23T20:00,13.2,91,0.00,0.00,10.8,41,19.1,12.8
2023-08-23T21:00,13.0,93,0.00,0.00,11.2,42,19.8,12.5
2023-08-23T22:00,12.7,95,0.00,0.00,10.4,37,19.1,12.2
2023-08-23T23:00,12.3,97,0.00,0.00,11.2,38,20.2,12.0
2023-08-24T00:00,12.8,97,0.00,0.00,10.8,38,20.2,12.3
2023-08-24T01:00,13.2,98,0.00,0.00,10.4,44,19.1,12.4
2023-08-24T02:00,12.6,97,0.00,0.00,8.3,41,18.4,12.6
2023-08-24T03:00,11.2,97,0.00,0.00,5.4,36,15.1,12.4
2023-08-24T04:00,10.9,98,0.00,0.00,3.2,20,9.4,12.6
2023-08-24T05:00,13.0,96,0.00,0.00,1.8,70,5.8,12.9
2023-08-24T06:00,13.4,93,0.00,0.00,2.5,275,5.8,13.0
2023-08-24T07:00,13.8,91,0.00,0.00,4.0,250,8.6,13.3
2023-08-24T08:00,14.4,89,0.00,0.00,6.5,242,13.3,14.5
2023-08-24T09:00,14.6,89,0.00,0.00,7.2,231,15.5,14.9
2023-08-24T10:00,14.1,87,0.00,0.00,6.5,229,15.8,15.4
2023-08-24T11:00,14.9,88,0.00,0.00,5.0,208,14.0,15.3
2023-08-24T12:00,15.0,89,0.00,0.00,5.8,184,11.9,15.8
2023-08-24T13:00,14.8,91,0.00,0.00,7.6,216,15.1,15.8
2023-08-24T14:00,15.7,92,0.00,0.00,7.2,200,15.1,15.8
2023-08-24T15:00,15.3,91,0.00,0.00,5.8,201,13.7,15.4
2023-08-24T16:00,14.9,86,0.00,0.00,3.2,207,10.8,15.1
2023-08-24T17:00,14.4,87,0.00,0.00,1.8,185,7.6,14.5
2023-08-24T18:00,14.2,90,0.00,0.00,2.2,142,5.4,13.7
2023-08-24T19:00,13.3,95,0.00,0.00,3.2,136,5.4,12.9
2023-08-24T20:00,11.5,96,0.00,0.00,4.3,118,7.6,12.3
2023-08-24T21:00,12.1,96,0.00,0.00,4.7,104,8.3,11.9
2023-08-24T22:00,12.0,95,0.00,0.00,5.0,90,8.6,11.7
2023-08-24T23:00,12.0,94,0.00,0.00,4.3,87,8.3,11.5
