latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
65.95256,12.476944,14.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-07-03T13:00,14.3,66,0.00,0.00,11.5,154,23.8,15.0
2023-07-03T14:00,14.7,74,0.10,0.00,13.0,157,26.3,15.1
2023-07-03T15:00,14.8,66,0.10,0.00,5.4,325,18.7,15.3
2023-07-03T16:00,15.2,68,0.10,0.00,7.2,152,15.8,15.0
2023-07-03T17:00,15.1,81,0.30,0.00,8.3,107,20.2,14.9
2023-07-03T18:00,13.8,63,0.00,0.00,6.1,63,11.2,14.9
2023-07-03T19:00,16.0,63,0.00,0.00,4.7,89,11.2,14.7
2023-07-03T20:00,14.4,62,0.00,0.00,5.4,99,10.1,14.4
2023-07-03T21:00,13.3,71,0.00,0.00,2.9,115,9.0,13.9
2023-07-03T22:00,13.2,72,0.00,0.00,4.7,70,7.9,13.6
2023-07-03T23:00,12.5,70,0.00,0.00,7.6,137,14.4,13.4
2023-07-04T00:00,12.2,75,0.00,0.00,5.0,153,14.4,13.0
2023-07-04T01:00,11.9,74,0.00,0.00,4.0,44,10.8,12.9
2023-07-04T02:00,11.1,80,0.00,0.00,4.7,12,12.6,13.1
2023-07-04T03:00,13.6,78,0.00,0.00,3.6,47,7.2,13.5
2023-07-04T04:00,13.1,80,0.00,0.00,2.2,316,6.8,14.2
2023-07-04T05:00,12.8,87,0.00,0.00,4.0,334,8.3,14.8
2023-07-04T06:00,13.8,80,0.00,0.00,4.0,319,10.8,15.1
2023-07-04T07:00,14.9,76,0.00,0.00,5.4,301,12.2,15.7
2023-07-04T08:00,15.4,74,0.00,0.00,6.1,288,14.0,16.0
2023-07-04T09:00,15.4,80,0.00,0.00,8.6,276,19.1,15.9
2023-07-04T10:00,15.3,81,0.00,0.00,9.4,272,20.2,16.2
2023-07-04T11:00,15.7,80,0.00,0.00,9.0,270,20.2,16.6
2023-07-04T12:00,15.9,79,0.00,0.00,9.0,303,20.2,17.1
2023-07-04T13:00,16.7,81,0.00,0.00,9.7,316,21.2,17.1
2023-07-04T14:00,15.1,83,0.00,0.00,9.7,316,20.9,16.9
2023-07-04T15:00,14.4,81,0.00,0.00,10.1,316,23.0,16.2
2023-07-04T16:00,13.9,83,0.00,0.00,10.1,312,21.6,15.8
2023-07-04T17:00,12.8,85,0.00,0.00,9.4,313,20.5,15.2
2023-07-04T18:00,12.4,86,0.00,0.00,9.0,308,19.1,14.8
2023-07-04T19:00,12.0,87,0.00,0.00,8.6,300,18.0,14.4
2023-07-04T20:00,11.8,87,0.00,0.00,9.7,285,18.7,13.9
2023-07-04T21:00,11.7,87,0.00,0.00,9.7,290,18.4,13.4
2023-07-04T22:00,11.6,87,0.00,0.00,10.1,284,18.7,13.3
2023-07-04T23:00,11.5,86,0.00,0.00,9.7,279,18.7,13.0
2023-07-05T00:00,11.4,84,0.00,0.00,11.2,270,20.2,12.6
2023-07-05T01:00,11.3,83,0.00,0.00,9.7,274,20.2,12.6
2023-07-05T02:00,11.2,82,0.00,0.00,9.7,282,18.0,12.6
2023-07-05T03:00,11.5,80,0.00,0.00,9.7,279,18.4,12.7
2023-07-05T04:00,11.7,77,0.00,0.00,9.7,284,19.4,13.1
2023-07-05T05:00,12.1,76,0.00,0.00,10.4,283,19.8,13.6
2023-07-05T06:00,12.4,76,0.00,0.00,10.4,281,20.9,14.0
2023-07-05T07:00,13.4,74,0.00,0.00,10.1,283,20.9,14.5
2023-07-05T08:00,13.6,72,0.00,0.00,9.7,286,20.2,14.5
2023-07-05T09:00,13.1,69,0.00,0.00,9.4,296,21.6,14.6
2023-07-05T10:00,13.7,69,0.00,0.00,10.8,281,22.3,16.4
2023-07-05T11:00,14.8,65,0.00,0.00,9.0,281,22.3,16.5
2023-07-05T12:00,15.3,61,0.00,0.00,7.6,300,21.6,17.0
2023-07-05T13:00,15.5,61,0.00,0.00,7.9,296,20.2,16.5
2023-07-05T14:00,15.5,61,0.00,0.00,9.4,287,21.6,16.5
2023-07-05T15:00,15.3,62,0.00,0.00,7.9,290,20.9,16.6
2023-07-05T16:00,15.1,62,0.00,0.00,7.9,300,19.4,16.1
2023-07-05T17:00,14.6,65,0.00,0.00,8.3,317,19.1,15.6
2023-07-05T18:00,14.5,68,0.00,0.00,7.6,329,18.0,15.2
2023-07-05T19:00,13.9,71,0.00,0.00,6.5,338,16.2,14.4
2023-07-05T20:00,12.7,77,0.00,0.00,5.4,355,13.0,13.7
2023-07-05T21:00,12.4,78,0.00,0.00,5.4,71,9.7,13.0
2023-07-05T22:00,11.2,77,0.00,0.00,7.2,76,13.0,12.6
2023-07-05T23:00,10.7,76,0.00,0.00,7.6,72,13.7,12.3
2023-07-06T00:00,10.5,81,0.00,0.00,6.8,71,13.3,12.0
2023-07-06T01:00,10.8,82,0.00,0.00,7.2,62,12.6,11.9
2023-07-06T02:00,10.6,81,0.00,0.00,7.6,52,13.3,12.0
2023-07-06T03:00,11.4,83,0.00,0.00,9.0,41,16.6,12.5
2023-07-06T04:00,12.2,78,0.00,0.00,10.1,29,19.1,13.1
2023-07-06T05:00,13.2,73,0.00,0.00,12.6,25,24.5,13.8
2023-07-06T06:00,13.8,67,0.00,0.00,12.6,24,25.6,14.7
2023-07-06T07:00,14.2,65,0.00,0.00,14.0,20,27.4,15.5
2023-07-06T08:00,15.2,63,0.00,0.00,15.1,22,29.9,16.3
2023-07-06T09:00,16.6,62,0.00,0.00,15.1,23,30.6,17.2
2023-07-06T10:00,17.2,62,0.00,0.00,15.5,26,31.7,17.9
2023-07-06T11:00,17.8,61,0.00,0.00,15.8,29,32.0,18.3
2023-07-06T12:00,18.9,61,0.00,0.00,15.8,34,32.4,18.5
2023-07-06T13:00,19.3,61,0.00,0.00,15.5,34,32.0,18.5
2023-07-06T14:00,19.3,61,0.00,0.00,15.1,35,31.3,18.5
2023-07-06T15:00,19.1,61,0.00,0.00,19.1,35,32.4,17.9
2023-07-06T16:00,19.3,61,0.00,0.00,19.8,37,30.2,17.6
2023-07-06T17:00,18.8,62,0.00,0.00,17.6,38,29.2,17.2
2023-07-06T18:00,18.2,64,0.00,0.00,13.7,41,27.0,16.6
2023-07-06T19:00,17.3,67,0.00,0.00,12.2,39,25.2,15.9
2023-07-06T20:00,16.5,69,0.00,0.00,10.4,40,22.0,15.0
2023-07-06T21:00,16.1,68,0.00,0.00,9.0,44,18.4,14.2
2023-07-06T22:00,13.6,66,0.00,0.00,7.2,41,15.1,13.7
2023-07-06T23:00,11.5,67,0.00,0.00,4.0,33,11.9,13.6
2023-07-07T00:00,11.0,81,0.00,0.00,1.8,2,3.2,12.9
2023-07-07T01:00,11.6,81,0.00,0.00,2.2,26,3.6,12.8
2023-07-07T02:00,12.3,80,0.00,0.00,1.8,70,4.0,12.7
2023-07-07T03:00,13.9,76,0.00,0.00,2.2,39,4.3,13.2
2023-07-07T04:00,15.6,75,0.00,0.00,0.7,54,3.2,14.0
2023-07-07T05:00,15.1,78,0.00,0.00,1.4,346,3.6,14.6
2023-07-07T06:00,16.1,72,0.00,0.00,3.6,301,8.6,15.2
2023-07-07T07:00,15.6,71,0.00,0.00,4.7,272,10.8,15.8
2023-07-07T08:00,17.5,66,0.00,0.00,6.1,238,14.4,16.3
2023-07-07T09:00,16.8,65,0.00,0.00,7.2,230,16.6,17.0
2023-07-07T10:00,16.9,69,0.00,0.00,7.9,271,18.7,17.3
2023-07-07T11:00,17.1,72,0.00,0.00,8.3,293,20.2,17.7
2023-07-07T12:00,16.1,72,0.00,0.00,9.0,301,20.5,17.9
2023-07-07T13:00,15.8,73,0.00,0.00,10.4,305,22.0,18.0
2023-07-07T14:00,15.6,75,0.00,0.00,11.5,312,23.8,17.5
2023-07-07T15:00,15.7,77,0.00,0.00,12.2,319,24.8,17.2
2023-07-07T16:00,16.3,78,0.00,0.00,11.5,325,24.1,16.7
2023-07-07T17:00,14.8,79,0.00,0.00,10.8,335,23.0,16.0
2023-07-07T18:00,13.2,79,0.00,0.00,9.7,348,21.6,15.1
2023-07-07T19:00,13.0,83,0.00,0.00,9.4,335,19.4,14.7
2023-07-07T20:00,12.5,88,0.00,0.00,10.1,324,19.4,14.3
2023-07-07T21:00,12.1,92,0.00,0.00,9.4,319,19.4,13.8
2023-07-07T22:00,11.5,92,0.00,0.00,6.5,315,17.3,13.7
2023-07-07T23:00,11.5,91,0.00,0.00,6.1,290,13.3,13.6
2023-07-08T00:00,11.2,90,0.00,0.00,4.3,283,11.9,13.6
2023-07-08T01:00,11.3,88,0.00,0.00,4.3,282,10.1,13.6
2023-07-08T02:00,11.1,86,0.00,0.00,4.0,275,10.1,13.6
2023-07-08T03:00,11.2,83,0.00,0.00,3.6,266,9.4,13.4
2023-07-08T04:00,11.1,83,0.00,0.00,3.2,258,8.6,13.5
2023-07-08T05:00,11.6,84,0.00,0.00,4.0,228,9.4,13.8
2023-07-08T06:00,11.3,84,0.00,0.00,4.7,254,10.4,13.7
2023-07-08T07:00,12.1,82,0.00,0.00,4.3,267,10.8,14.0
2023-07-08T08:00,12.9,79,0.00,0.00,5.4,283,13.3,14.4
2023-07-08T09:00,11.5,79,0.00,0.00,5.8,280,14.4,14.2
2023-07-08T10:00,12.0,80,0.00,0.00,9.0,291,19.1,14.2
2023-07-08T11:00,13.0,83,0.00,0.00,7.6,313,19.1,14.6
2023-07-08T12:00,13.2,84,0.00,0.00,8.6,325,18.4,15.1
2023-07-08T13:00,13.3,80,0.00,0.00,9.0,328,19.4,14.7
2023-07-08T14:00,14.6,78,0.00,0.00,10.1,331,20.9,14.9
2023-07-08T15:00,13.7,77,0.00,0.00,10.1,347,20.5,14.5
2023-07-08T16:00,13.4,77,0.00,0.00,10.1,355,21.2,14.3
2023-07-08T17:00,13.1,74,0.00,0.00,11.2,356,22.0,14.2
2023-07-08T18:00,12.5,78,0.00,0.00,11.5,1,22.0,14.0
2023-07-08T19:00,12.1,79,0.00,0.00,10.1,12,22.0,13.7
2023-07-08T20:00,11.6,80,0.00,0.00,10.1,30,19.4,13.2
2023-07-08T21:00,11.1,85,0.00,0.00,8.3,39,18.7,12.7
2023-07-08T22:00,10.8,89,0.00,0.00,7.9,47,15.5,12.2
2023-07-08T23:00,10.3,91,0.00,0.00,7.9,66,14.4,12.0
2023-07-09T00:00,9.9,89,0.00,0.00,8.3,67,15.1,11.9
2023-07-09T01:00,9.8,90,0.00,0.00,8.3,63,15.1,11.7
2023-07-09T02:00,10.5,90,0.00,0.00,8.6,72,15.5,11.8
2023-07-09T03:00,10.7,86,0.00,0.00,7.9,69,15.5,12.2
2023-07-09T04:00,11.2,82,0.00,0.00,7.9,54,15.1,13.1
2023-07-09T05:00,11.3,78,0.00,0.00,8.3,31,17.6,13.4
2023-07-09T06:00,11.7,75,0.00,0.00,9.0,28,19.4,14.0
2023-07-09T07:00,11.8,73,0.00,0.00,10.8,23,23.0,14.4
2023-07-09T08:00,12.4,71,0.00,0.00,11.5,25,24.5,14.9
2023-07-09T09:00,13.3,69,0.00,0.00,10.8,29,23.8,15.7
2023-07-09T10:00,13.4,68,0.00,0.00,11.9,27,25.2,16.2
2023-07-09T11:00,14.0,67,0.00,0.00,12.6,30,26.6,15.7
2023-07-09T12:00,15.2,65,0.00,0.00,12.6,24,27.7,15.4
2023-07-09T13:00,15.5,65,0.00,0.00,13.3,21,28.4,16.0
2023-07-09T14:00,15.4,66,0.00,0.00,14.8,22,29.9,16.0
2023-07-09T15:00,15.6,67,0.00,0.00,14.8,23,29.5,16.3
2023-07-09T16:00,15.5,69,0.00,0.00,15.1,32,29.9,16.1
2023-07-09T17:00,15.3,69,0.00,0.00,15.1,33,29.9,15.6
2023-07-09T18:00,15.2,71,0.00,0.00,14.8,31,29.5,15.1
2023-07-09T19:00,14.7,74,0.00,0.00,14.4,28,27.7,14.4
2023-07-09T20:00,14.1,79,0.00,0.00,13.7,32,26.6,13.7
2023-07-09T21:00,11.7,81,0.00,0.00,10.8,28,23.4,13.1
2023-07-09T22:00,11.8,82,0.00,0.00,9.4,37,18.7,12.7
2023-07-09T23:00,10.5,84,0.00,0.00,9.4,40,16.2,12.4
2023-07-10T00:00,11.2,86,0.00,0.00,10.8,39,18.0,12.5
2023-07-10T01:00,10.0,85,0.00,0.00,10.8,40,19.1,12.4
2023-07-10T02:00,9.8,83,0.00,0.00,8.3,38,18.4,12.5
2023-07-10T03:00,11.5,78,0.00,0.00,9.4,36,15.8,13.0
2023-07-10T04:00,13.4,75,0.00,0.00,5.8,34,15.5,13.9
2023-07-10T05:00,15.6,71,0.00,0.00,5.0,20,10.8,14.7
2023-07-10T06:00,17.2,70,0.00,0.00,5.8,13,11.2,15.8
2023-07-10T07:00,18.6,65,0.00,0.00,7.2,18,14.8,16.5
2023-07-10T08:00,20.4,64,0.00,0.00,7.2,7,15.1,17.2
2023-07-10T09:00,21.9,60,0.00,0.00,7.9,12,17.3,18.2
2023-07-10T10:00,22.6,56,0.00,0.00,9.7,13,20.5,18.9
2023-07-10T11:00,23.1,53,0.00,0.00,11.2,21,23.0,19.5
2023-07-10T12:00,23.7,52,0.00,0.00,11.9,22,24.5,20.2
2023-07-10T13:00,24.8,51,0.00,0.00,12.6,26,25.2,20.3
2023-07-10T14:00,23.4,52,0.00,0.00,14.0,46,27.4,20.1
2023-07-10T15:00,24.8,51,0.00,0.00,14.4,49,28.1,19.6
2023-07-10T16:00,24.8,52,0.00,0.00,15.8,47,29.9,19.2
2023-07-10T17:00,24.3,55,0.00,0.00,15.5,47,29.9,18.8
2023-07-10T18:00,23.5,60,0.00,0.00,10.1,31,26.6,18.4
2023-07-10T19:00,21.2,63,0.00,0.00,8.6,44,18.0,17.5
2023-07-10T20:00,20.9,67,0.00,0.00,5.8,58,15.1,16.6
2023-07-10T21:00,19.4,63,0.00,0.00,2.5,75,11.9,15.6
2023-07-10T22:00,16.0,67,0.00,0.00,5.0,205,8.3,14.7
2023-07-10T23:00,14.3,62,0.00,0.00,10.8,178,19.4,14.2
2023-07-11T00:00,13.3,61,0.00,0.00,14.4,177,26.6,14.3
2023-07-11T01:00,17.1,65,0.00,0.00,13.7,176,28.4,14.7
2023-07-11T02:00,17.4,71,0.00,0.00,15.1,187,28.1,14.7
2023-07-11T03:00,15.2,74,0.00,0.00,14.0,191,25.9,14.9
2023-07-11T04:00,15.6,76,0.00,0.00,13.3,194,27.4,15.3
2023-07-11T05:00,16.2,74,0.00,0.00,13.3,193,25.6,15.8
2023-07-11T06:00,16.5,72,0.00,0.00,10.4,194,25.9,16.1
2023-07-11T07:00,16.8,69,0.00,0.00,8.6,219,19.4,16.8
2023-07-11T08:00,16.8,67,0.00,0.00,8.3,237,17.3,17.4
2023-07-11T09:00,19.0,66,0.00,0.00,8.3,256,20.2,18.2
2023-07-11T10:00,19.4,66,0.00,0.00,6.1,330,17.6,19.0
2023-07-11T11:00,18.5,65,0.00,0.00,6.1,354,14.8,19.5
2023-07-11T12:00,23.4,63,0.00,0.00,7.2,9,15.8,20.3
2023-07-11T13:00,24.5,64,0.00,0.00,9.0,25,19.1,20.5
2023-07-11T14:00,24.5,60,0.20,0.00,17.6,146,35.6,20.6
2023-07-11T15:00,21.6,80,1.00,0.00,9.0,145,40.7,20.1
2023-07-11T16:00,23.6,69,0.00,0.00,18.4,76,35.6,19.9
2023-07-11T17:00,24.9,65,0.00,0.00,17.6,96,36.4,19.2
2023-07-11T18:00,22.1,66,0.00,0.00,11.5,43,30.6,18.6
2023-07-11T19:00,23.7,58,0.00,0.00,8.3,78,21.6,17.8
2023-07-11T20:00,24.3,56,0.00,0.00,8.3,103,15.8,17.4
2023-07-11T21:00,22.1,52,0.00,0.00,10.8,110,18.7,16.8
2023-07-11T22:00,17.9,49,0.00,0.00,12.6,126,24.5,16.3
2023-07-11T23:00,22.9,49,0.00,0.00,12.2,128,23.8,16.1
2023-07-12T00:00,23.0,49,0.00,0.00,13.0,130,26.3,16.1
2023-07-12T01:00,22.1,50,0.00,0.00,14.0,140,27.4,16.2
2023-07-12T02:00,22.0,56,0.00,0.00,14.0,135,27.4,16.3
2023-07-12T03:00,21.5,61,0.00,0.00,15.5,129,30.6,16.4
2023-07-12T04:00,21.1,61,0.00,0.00,17.3,137,34.2,16.5
2023-07-12T05:00,20.7,59,0.00,0.00,18.4,136,36.4,16.4
2023-07-12T06:00,20.6,59,0.00,0.00,19.4,144,38.5,16.7
2023-07-12T07:00,20.9,56,0.00,0.00,23.0,154,46.4,16.5
2023-07-12T08:00,20.7,57,0.00,0.00,23.4,161,46.8,16.7
2023-07-12T09:00,21.1,56,0.00,0.00,22.3,160,45.7,17.3
2023-07-12T10:00,19.7,58,0.00,0.00,26.6,166,51.1,18.1
2023-07-12T11:00,21.3,55,0.00,0.00,28.1,166,55.4,18.5
2023-07-12T12:00,22.2,52,0.00,0.00,27.7,174,55.8,18.3
2023-07-12T13:00,23.3,51,0.00,0.00,25.9,172,55.1,18.4
2023-07-12T14:00,21.8,53,0.00,0.00,25.2,177,51.5,18.0
2023-07-12T15:00,20.6,59,0.00,0.00,23.8,167,50.4,17.5
2023-07-12T16:00,20.5,60,0.00,0.00,21.6,163,45.7,16.9
2023-07-12T17:00,19.8,59,0.00,0.00,16.9,162,42.5,16.7
2023-07-12T18:00,20.1,59,0.00,0.00,10.1,160,28.8,16.5
2023-07-12T19:00,18.2,61,0.00,0.00,12.6,174,25.6,16.1
2023-07-12T20:00,17.8,73,0.30,0.00,0.7,178,23.4,15.9
2023-07-12T21:00,17.8,86,0.40,0.00,6.1,139,12.2,15.6
2023-07-12T22:00,18.1,86,0.50,0.00,7.2,109,13.7,15.5
2023-07-12T23:00,16.9,79,0.10,0.00,11.9,119,23.0,15.4
2023-07-13T00:00,17.2,76,0.10,0.00,15.1,128,29.9,15.2
2023-07-13T01:00,17.3,71,0.00,0.00,16.6,137,31.7,15.0
2023-07-13T02:00,17.5,70,0.00,0.00,16.9,144,33.1,15.1
2023-07-13T03:00,18.2,68,0.10,0.00,14.0,132,30.6,15.0
2023-07-13T04:00,17.0,68,0.00,0.00,14.0,133,27.4,15.1
2023-07-13T05:00,17.9,66,0.00,0.00,13.3,141,27.4,15.6
2023-07-13T06:00,19.0,63,0.00,0.00,12.6,131,28.8,16.3
2023-07-13T07:00,19.7,59,0.00,0.00,7.6,133,24.8,16.9
2023-07-13T08:00,18.9,58,0.00,0.00,5.4,164,19.8,16.4
2023-07-13T09:00,19.1,67,0.00,0.00,2.5,334,11.5,17.0
2023-07-13T10:00,19.7,68,0.00,0.00,4.7,346,9.7,17.3
2023-07-13T11:00,20.6,67,0.00,0.00,4.7,351,10.1,17.5
2023-07-13T12:00,21.4,62,0.00,0.00,6.8,28,14.0,17.4
2023-07-13T13:00,20.8,62,0.00,0.00,11.5,31,21.2,17.0
2023-07-13T14:00,20.3,59,0.00,0.00,14.8,41,28.8,16.7
2023-07-13T15:00,20.8,56,0.00,0.00,14.4,47,27.7,16.6
2023-07-13T16:00,20.5,50,0.00,0.00,23.4,79,45.4,16.6
2023-07-13T17:00,21.4,55,0.00,0.00,20.9,76,47.2,16.5
2023-07-13T18:00,20.7,54,0.00,0.00,14.0,73,32.0,16.7
2023-07-13T19:00,20.5,56,0.00,0.00,13.3,69,27.0,16.3
2023-07-13T20:00,19.4,56,0.00,0.00,14.0,98,27.0,15.8
2023-07-13T21:00,17.8,59,0.00,0.00,13.7,98,26.6,15.0
2023-07-13T22:00,17.3,61,0.00,0.00,15.5,105,29.9,14.3
2023-07-13T23:00,18.7,62,0.00,0.00,15.5,114,31.3,14.1
2023-07-14T00:00,18.4,64,0.00,0.00,12.6,123,24.1,14.4
2023-07-14T01:00,18.4,63,0.00,0.00,12.6,133,24.5,14.0
2023-07-14T02:00,16.7,84,0.00,0.00,16.2,184,30.2,13.8
2023-07-14T03:00,15.8,87,0.00,0.00,14.8,184,29.5,14.6
2023-07-14T04:00,14.8,87,0.00,0.00,15.8,195,29.9,14.8
2023-07-14T05:00,14.5,83,0.00,0.00,15.1,185,31.7,15.6
2023-07-14T06:00,16.1,86,0.00,0.00,15.1,191,29.5,15.4
2023-07-14T07:00,15.5,90,0.00,0.00,16.9,192,34.6,15.9
2023-07-14T08:00,15.6,88,0.10,0.00,17.3,192,34.2,15.8
2023-07-14T09:00,16.1,78,0.00,0.00,18.0,198,35.3,15.2
2023-07-14T10:00,15.8,81,0.00,0.00,24.1,200,45.7,14.9
2023-07-14T11:00,14.4,92,0.10,0.00,27.4,229,48.6,14.9
2023-07-14T12:00,13.4,94,0.40,0.00,29.2,222,52.6,14.8
2023-07-14T13:00,12.5,95,0.70,0.00,28.4,223,51.5,14.8
2023-07-14T14:00,12.4,93,1.00,0.00,26.3,218,50.0,14.7
2023-07-14T15:00,12.6,90,0.20,0.00,26.6,226,49.7,14.4
2023-07-14T16:00,12.2,84,0.00,0.00,23.4,229,47.5,14.6
2023-07-14T17:00,12.3,85,0.00,0.00,20.2,225,41.4,14.3
2023-07-14T18:00,12.1,79,0.00,0.00,20.9,222,38.5,14.2
2023-07-14T19:00,10.9,83,0.00,0.00,18.7,216,37.4,14.0
2023-07-14T20:00,11.5,83,0.00,0.00,16.9,216,33.5,13.8
2023-07-14T21:00,11.3,83,0.00,0.00,15.8,214,28.8,13.5
2023-07-14T22:00,11.3,85,0.00,0.00,15.1,212,28.4,13.5
2023-07-14T23:00,11.4,86,0.00,0.00,14.8,211,27.4,13.4
2023-07-15T00:00,11.4,86,0.00,0.00,12.6,211,23.4,13.2
2023-07-15T01:00,11.2,81,0.00,0.00,11.9,206,23.0,13.2
2023-07-15T02:00,11.3,82,0.00,0.00,9.7,179,21.6,13.1
2023-07-15T03:00,11.5,85,0.00,0.00,10.4,167,19.1,13.0
2023-07-15T04:00,11.9,88,0.00,0.00,10.4,171,21.2,13.2
2023-07-15T05:00,12.2,86,0.00,0.00,9.4,168,19.1,13.6
2023-07-15T06:00,12.1,83,0.00,0.00,10.8,183,21.2,14.0
2023-07-15T07:00,12.9,78,0.00,0.00,12.6,202,25.6,14.4
2023-07-15T08:00,13.4,78,0.00,0.00,13.0,211,27.0,15.1
2023-07-15T09:00,14.5,73,0.00,0.00,11.2,219,25.9,16.1
2023-07-15T10:00,14.3,69,0.00,0.00,9.4,244,23.8,16.6
2023-07-15T11:00,14.8,67,0.00,0.00,9.4,267,22.3,17.0
2023-07-15T12:00,14.9,66,0.00,0.00,7.2,297,21.2,17.5
2023-07-15T13:00,15.5,64,0.00,0.00,6.5,330,18.7,17.6
2023-07-15T14:00,15.8,64,0.00,0.00,7.9,351,19.1,17.7
